recording_givid	survey	user_reference	area	vague_date_begin	vague_date_end	latitude	longitude
IV2014011315372289	Schelde-estuarium	BV13/188	9	2013-10-07	2013-10-07	500	500
IV2014011315384726	Schelde-estuarium	BV13/189	4	2013-10-07	2013-10-07	500	500
IV2014011315404492	Schelde-estuarium	BV13/190	9	2013-10-07	2013-10-07	500	500
IV2014011315422151	Schelde-estuarium	BV13/191	9	2013-10-07	2013-10-07	500	500
IV2014011315450812	Schelde-estuarium	BV13/192	9	2013-10-07	2013-10-07	500	500
IV2014011315462331	Schelde-estuarium	BV13/193	9	2013-10-07	2013-10-07	500	500
IV2014011315505423	Schelde-estuarium	BV13/194	9	2013-10-07	2013-10-07	500	500
IV2014011315521025	Schelde-estuarium	BV13/195	9	2013-10-09	2013-10-09	500	500
IV2014011315563664	Schelde-estuarium	BV13/198	9	2013-10-09	2013-10-09	500	500
IV2014011316053103	Schelde-estuarium	BV13/199	9	2013-10-09	2013-10-09	500	500
IV2014011316064931	Schelde-estuarium	BV13/200	9	2013-10-09	2013-10-09	500	500
IV2014011316074877	Schelde-estuarium	BV13/201	9	2013-10-09	2013-10-09	500	500
IV2014011316090521	Schelde-estuarium	BV13/202	9	2013-10-09	2013-10-09	500	500
IV2014011316101134	Schelde-estuarium	BV13/203	9	2013-10-09	2013-10-09	500	500
IV2014011316111663	Schelde-estuarium	BV13/204	16	2013-10-09	2013-10-09	500	500
IV2014011316134838	Schelde-estuarium	BV13/205	9	2013-10-09	2013-10-09	500	500
IV2014011316163049	Schelde-estuarium	BV13/206	9	2013-10-09	2013-10-09	500	500
IV2014011316205332	Schelde-estuarium	BV13/208	9	2013-10-09	2013-10-09	500	500
IV2014011316224635	Schelde-estuarium	BV13/209	9	2013-10-09	2013-10-09	500	500
IV2014011316270681	Schelde-estuarium	BV13/210	9	2013-10-09	2013-10-09	500	500
IV2014011316461461	Schelde-estuarium	BV13/207	9	2013-10-09	2013-10-09	500	500
IV2014011316471949	Schelde-estuarium	BV13/213	9	2013-10-09	2013-10-09	500	500
IV2014011316483217	Schelde-estuarium	BV13/212	9	2013-10-09	2013-10-09	500	500
IV2014011316495336	Schelde-estuarium	BV13/211	9	2013-10-09	2013-10-09	500	500
IV2014011316535054	Schelde-estuarium	BV13/225	100	2013-10-14	2013-10-14	500	500
IV2014011317014960	Schelde-estuarium	BV13/216	9	2013-10-14	2013-10-14	500	500
IV2014011317033027	Schelde-estuarium	BV13/215	9	2013-10-14	2013-10-14	500	500
IV2014011317063744	Schelde-estuarium	BV13/214	9	2013-10-14	2013-10-14	500	500
IV2014011317082847	Schelde-estuarium	BV13/218	9	2013-10-14	2013-10-14	500	500
IV2014011510153321	Schelde-estuarium	BV13/217	9	2013-10-14	2013-10-14	500	500
IV2014011510173858	Schelde-estuarium	BV13/219	9	2013-10-14	2013-10-14	500	500
IV2014011510190120	Schelde-estuarium	BV13/220	9	2013-10-14	2013-10-14	500	500
IV2014011510205166	Schelde-estuarium	BV13/221	9	2013-10-14	2013-10-14	500	500
IV2014011510223269	Schelde-estuarium	BV13/222	9	2013-10-14	2013-10-14	500	500
IV2014011510244883	Schelde-estuarium	BV13/223	9	2013-10-14	2013-10-14	500	500
IV2014011510255623	Schelde-estuarium	BV13/224	9	2013-10-14	2013-10-14	500	500
IV2014011510285229	Schelde-estuarium	BV13/236	100	2013-10-15	2013-10-15	500	500
IV2014022511574681	Schelde-estuarium	BV13/233	9	2013-10-15	2013-10-15	500	500
IV2014022512005570	Schelde-estuarium	BV13/234	9	2013-10-15	2013-10-15	500	500
IV2014022512030033	Schelde-estuarium	BV13/235	9	2013-10-15	2013-10-15	500	500
IV2014022512060363	Schelde-estuarium	BV13/232	9	2013-10-15	2013-10-15	500	500
IV2014022512084607	Schelde-estuarium	BV13/228	9	2013-10-15	2013-10-15	500	500
IV2014022513333006	Schelde-estuarium	BV13/229	9	2013-10-15	2013-10-15	500	500
IV2014030311132985	Schelde-estuarium	BV13/227	9	2013-10-15	2013-10-15	500	500
IV2014030311151333	Schelde-estuarium	BV13/226	9	2013-10-15	2013-10-15	500	500
IV2014030311211704	Schelde-estuarium	BV13/231	9	2013-10-15	2013-10-15	500	500
IV2014030311263430	Schelde-estuarium	BV13/230	9	2013-10-15	2013-10-15	500	500
IV2014030311283135	Schelde-estuarium	BV13/237	9	2013-10-15	2013-10-15	500	500
IV2014030312250246	Schelde-estuarium	BV13/247	25	2013-10-16	2013-10-16	500	500
IV2014030312272058	Schelde-estuarium	BV13/248	25	2013-10-16	2013-10-16	500	500
IV2014030312294301	Schelde-estuarium	BV13/249	25	2013-10-16	2013-10-16	500	500
IV2014030314285663	Schelde-estuarium	BV13/250	25	2013-10-16	2013-10-16	500	500
IV2014030314313598	Schelde-estuarium	BV13/251	20	2013-10-16	2013-10-16	500	500
IV2014030314334724	Schelde-estuarium	BV13/245	100	2013-10-16	2013-10-16	500	500
IV2014030314371379	Schelde-estuarium	BV13/246	100	2013-10-16	2013-10-16	500	500
IV2014030314392874	Schelde-estuarium	BV13/240	5	2013-10-16	2013-10-16	500	500
IV2014030314421473	Schelde-estuarium	BV13/241	9	2013-10-16	2013-10-16	500	500
IV2014030314594355	Schelde-estuarium	BV13/242	9	2013-10-16	2013-10-16	500	500
IV2014030315011263	Schelde-estuarium	BV13/243	9	2013-10-16	2013-10-16	500	500
IV2014030315031995	Schelde-estuarium	BV13/244	6	2013-10-16	2013-10-16	500	500
IV2014030315124036	Schelde-estuarium	BV13/238	9	2013-10-16	2013-10-16	500	500
IV2014030315161557	Schelde-estuarium	BV13/239	7	2013-10-16	2013-10-16	500	500
IV2014030317013833	Schelde-estuarium	BV13/260	100	2013-10-18	2013-10-18	500	500
IV2014030317034587	Schelde-estuarium	BV13/252	25	2013-10-18	2013-10-18	500	500
IV2014030409582414	Schelde-estuarium	BV13/253	25	2013-10-18	2013-10-18	500	500
IV2014030410011682	Schelde-estuarium	BV13/254	25	2013-10-18	2013-10-18	500	500
IV2014030410033210	Schelde-estuarium	BV13/255	25	2013-10-18	2013-10-18	500	500
IV2014030410074586	Schelde-estuarium	BV13/256	25	2013-10-18	2013-10-18	500	500
IV2014030410092819	Schelde-estuarium	BV13/257	25	2013-10-18	2013-10-18	500	500
IV2014030410112373	Schelde-estuarium	BV13/258	25	2013-10-18	2013-10-18	500	500
IV2014030410161165	Schelde-estuarium	BV13/259	25	2013-10-18	2013-10-18	500	500
IV2014030411101491	Schelde-estuarium	BV13/261	9	2013-10-18	2013-10-18	500	500
IV2014030411130087	Schelde-estuarium	BV13/262	3	2013-10-18	2013-10-18	500	500
IV2014030411161844	Schelde-estuarium	BV13/263	4	2013-10-18	2013-10-18	500	500
IV2014030411195942	Schelde-estuarium	BV13/264	4	2013-10-18	2013-10-18	500	500
IV2014030411215613	Schelde-estuarium	BV13/265	25	2013-10-19	2013-10-19	500	500
IV2014030411242385	Schelde-estuarium	BV13/266	25	2013-10-19	2013-10-19	500	500
IV2014030411281773	Schelde-estuarium	BV13/267	25	2013-10-19	2013-10-19	500	500
IV2014030411305777	Schelde-estuarium	BV13/268	25	2013-10-19	2013-10-19	500	500
IV2014030411342143	Schelde-estuarium	BV13/272	9	2013-10-19	2013-10-19	500	500
IV2014030411471814	Schelde-estuarium	BV13/271	7	2013-10-19	2013-10-19	500	500
IV2014030411513397	Schelde-estuarium	BV13/270	9	2013-10-19	2013-10-19	500	500
IV2014030411544520	Schelde-estuarium	BV13/269	9	2013-10-19	2013-10-19	500	500
IV2014033112434570	Schelde-estuarium	BV13/026	9	2013-08-28	2013-08-28	500	500
IV2014033112474265	Schelde-estuarium	BV13/027	9	2013-08-28	2013-08-28	500	500
IV2014033112513487	Schelde-estuarium	BV13/028	9	2013-08-28	2013-08-28	500	500
IV2014033114115274	Schelde-estuarium	BV13/029	9	2013-08-28	2013-08-28	500	500
IV2014033114210259	Schelde-estuarium	BV13/030	9	2013-08-28	2013-08-28	500	500
IV2014033116170940	Schelde-estuarium	BV13/031	9	2013-08-28	2013-08-28	500	500
IV2014033116265963	Schelde-estuarium	BV13/032	9	2013-08-28	2013-08-28	500	500
IV2014033117235496	Schelde-estuarium	BV13/033	9	2013-08-28	2013-08-28	500	500
IV2014060413361667	Schelde-estuarium	BV13/196	9	2013-10-09	2013-10-09	500	500
IV2014060413400162	Schelde-estuarium	BV13/197	9	2013-10-09	2013-10-09	500	500
IV2014061809353697	Schelde-estuarium	BV13/034	9	2013-08-28	2013-08-28	500	500
IV2014061809390656	Schelde-estuarium	BV13/035	8	2013-08-28	2013-08-28	500	500
IV2014061910205811	Schelde-estuarium	BV13/036	9	2013-08-28	2013-08-28	500	500
IV2014061910495501	Schelde-estuarium	BV13/037	64	2013-08-28	2013-08-28	500	500
IV2014062012014346	Schelde-estuarium	BV13/038	100	2013-09-03	2013-09-03	500	500
IV2014062012102363	Schelde-estuarium	BV13/039	9	2013-09-03	2013-09-03	500	500
IV2014062012212019	Schelde-estuarium	BV13/040	9	2013-09-03	2013-09-03	500	500
IV2014062012262379	Schelde-estuarium	BV13/041	9	2013-09-03	2013-09-03	500	500
IV2014062409483411	Schelde-estuarium	BV13/042	4	2013-09-06	2013-09-06	500	500
IV2014062410045802	Schelde-estuarium	BV13/043	4	2013-09-06	2013-09-06	500	500
IV2014062416344139	Schelde-estuarium	BV13/044	9	2013-09-06	2013-09-06	500	500
IV2014062416371489	Schelde-estuarium	BV13/045	7	2013-09-06	2013-09-06	500	500
IV2014062416401991	Schelde-estuarium	BV13/046	7	2013-09-06	2013-09-06	500	500
IV2014062416464573	Schelde-estuarium	BV13/047	9	2013-09-06	2013-09-06	500	500
IV2014062416484382	Schelde-estuarium	BV13/048	9	2013-09-06	2013-09-06	500	500
IV2014062416581286	Schelde-estuarium	BV13/049	4	2013-09-06	2013-09-06	500	500
IV2014062417020824	Schelde-estuarium	BV13/050	4	2013-09-06	2013-09-06	500	500
IV2014062510105682	Schelde-estuarium	BV13/051	4	2013-09-06	2013-09-06	500	500
IV2014062510185815	Schelde-estuarium	BV13/052	4	2013-09-06	2013-09-06	500	500
IV2014062510223324	Schelde-estuarium	BV13/053	9	2013-09-06	2013-09-06	500	500
IV2014062510253598	Schelde-estuarium	BV13/054	7	2013-09-09	2013-09-09	500	500
IV2014092313550462	Schelde-estuarium	LDL95/155	92	1995-10-03	1995-10-03	500	500
IV2014092314083739	Schelde-estuarium	LDL95/119	750	1995-08-28	1995-08-28	500	500
IV2014092314330438	Schelde-estuarium	LDL95/83	80	1995-08-14	1995-08-14	500	500
IV2014092314520483	Schelde-estuarium	LDL95/84	35	1995-08-14	1995-08-14	500	500
IV2014092315052470	Schelde-estuarium	LDL95/85	100	1995-08-14	1995-08-14	500	500
IV2014092315165038	Schelde-estuarium	LDL95/86	21	1995-08-14	1995-08-14	500	500
IV2014092315482236	Schelde-estuarium	LDL95/121	300	1995-09-01	1995-09-01	500	500
IV2014092316054851	Schelde-estuarium	LDL95/122	100	1995-09-01	1995-09-01	500	500
IV2014092316251615	Schelde-estuarium	LDL95/52	40	1995-08-02	1995-08-02	500	500
IV2014092316355716	Schelde-estuarium	LDL95/53	99	1995-08-02	1995-08-02	500	500
IV2014092508532954	Schelde-estuarium	LDL95/54	100	1995-08-02	1995-08-02	500	500
IV2014092509122751	Schelde-estuarium	LDL95/55	100	1995-08-02	1995-08-02	500	500
IV2014092509194459	Schelde-estuarium	LDL95/56	100	1995-08-02	1995-08-02	500	500
IV2014092509315410	Schelde-estuarium	LDL95/57	49	1995-08-02	1995-08-02	500	500
IV2014092510000741	Schelde-estuarium	LDL95/58	108	1995-08-02	1995-08-02	500	500
IV2014092510131574	Schelde-estuarium	LDL95/59	54	1995-08-02	1995-08-02	500	500
IV2014092510170634	Schelde-estuarium	LDL95/60	60	1995-08-03	1995-08-03	500	500
IV2014092510293231	Schelde-estuarium	LDL95/61	100	1995-08-03	1995-08-03	500	500
IV2014092510442212	Schelde-estuarium	LDL95/62	70	1995-08-03	1995-08-03	500	500
IV2014092510560513	Schelde-estuarium	LDL95/63	30	1995-08-03	1995-08-03	500	500
IV2014092511064181	Schelde-estuarium	LDL95/64	48	1995-08-09	1995-08-09	500	500
IV2014092511313959	Schelde-estuarium	LDL95/65	42	1995-08-09	1995-08-09	500	500
IV2014092511400109	Schelde-estuarium	LDL95/66	100	1995-08-09	1995-08-09	500	500
IV2014092511554745	Schelde-estuarium	LDL95/67	24	1995-08-09	1995-08-09	500	500
IV2014092908495556	Schelde-estuarium	LDL95/68	70	1995-08-09	1995-08-09	500	500
IV2014092908560726	Schelde-estuarium	LDL95/69	70	1995-08-09	1995-08-09	500	500
IV2014092909132443	Schelde-estuarium	LDL95/70	28	1995-08-10	1995-08-10	500	500
IV2014092909265572	Schelde-estuarium	LDL95/71	35	1995-08-10	1995-08-10	500	500
IV2014092909372128	Schelde-estuarium	LDL95/72	80	1995-08-10	1995-08-10	500	500
IV2014092909493634	Schelde-estuarium	LDL95/73	60	1995-08-10	1995-08-10	500	500
IV2014092910023849	Schelde-estuarium	LDL95/74	100	1995-08-10	1995-08-10	500	500
IV2014092910130505	Schelde-estuarium	LDL95/75	100	1995-08-10	1995-08-10	500	500
IV2014092910241882	Schelde-estuarium	LDL95/76	49	1995-08-11	1995-08-11	500	500
IV2014092910445804	Schelde-estuarium	LDL95/77	55	1995-08-11	1995-08-11	500	500
IV2014092910531715	Schelde-estuarium	LDL95/78	29	1995-08-11	1995-08-11	500	500
IV2014092911050471	Schelde-estuarium	LDL95/79	24	1995-08-11	1995-08-11	500	500
IV2014092911153994	Schelde-estuarium	LDL95/80	48	1995-08-11	1995-08-11	500	500
IV2014092911234904	Schelde-estuarium	LDL95/81	60	1995-08-11	1995-08-11	500	500
IV2014092911422470	Schelde-estuarium	LDL95/82	60	1995-08-11	1995-08-11	500	500
IV2014092911534697	Schelde-estuarium	LDL95/87	60	1995-08-16	1995-08-16	500	500
IV2014092913362040	Schelde-estuarium	LDL95/88	60	1995-08-16	1995-08-16	500	500
IV2014092914041017	Schelde-estuarium	LDL95/89	60	1995-08-16	1995-08-16	500	500
IV2014092914193315	Schelde-estuarium	LDL95/90	60	1995-08-16	1995-08-16	500	500
IV2014092914334935	Schelde-estuarium	LDL95/91	90	1995-08-16	1995-08-16	500	500
IV2014092915061501	Schelde-estuarium	LDL95/92	100	1995-08-16	1995-08-16	500	500
IV2014092915222840	Schelde-estuarium	LDL95/93	100	1995-08-16	1995-08-16	500	500
IV2014092915530638	Schelde-estuarium	LDL95/94	100	1995-08-17	1995-08-17	500	500
IV2014092916075303	Schelde-estuarium	LDL95/95	100	1995-08-17	1995-08-17	500	500
IV2014092916194215	Schelde-estuarium	LDL95/96	100	1995-08-17	1995-08-17	500	500
IV2014092916371366	Schelde-estuarium	LDL95/97	100	1995-08-17	1995-08-17	500	500
IV2014093008545189	Schelde-estuarium	LDL95/98	100	1995-08-17	1995-08-17	500	500
IV2014093009020874	Schelde-estuarium	LDL95/99	100	1995-08-17	1995-08-17	500	500
IV2014093009122383	Schelde-estuarium	LDL95/100	100	1995-08-17	1995-08-17	500	500
IV2014093009223042	Schelde-estuarium	LDL95/101	100	1995-08-18	1995-08-18	500	500
IV2014093009361995	Schelde-estuarium	LDL95/102	100	1995-08-18	1995-08-18	500	500
IV2014093009544598	Schelde-estuarium	LDL95/103	65	1995-08-18	1995-08-18	500	500
IV2014093010051040	Schelde-estuarium	LDL95/104	80	1995-08-18	1995-08-18	500	500
IV2014093010193856	Schelde-estuarium	LDL95/105	90	1995-08-21	1995-08-21	500	500
IV2014093010232357	Schelde-estuarium	LDL95/106	50	1995-08-21	1995-08-21	500	500
IV2014093010361888	Schelde-estuarium	LDL95/107	100	1995-08-20	1995-08-20	500	500
IV2014093011023285	Schelde-estuarium	LDL95/108	100	1995-08-20	1995-08-20	500	500
IV2014093011073097	Schelde-estuarium	LDL95/109	100	1995-08-20	1995-08-20	500	500
IV2014093011164642	Schelde-estuarium	LDL95/110	40	1995-08-22	1995-08-22	500	500
IV2014093011263982	Schelde-estuarium	LDL95/111	100	1995-08-22	1995-08-22	500	500
IV2014093011432533	Schelde-estuarium	LDL95/112	NA	1995-08-22	1995-08-22	500	500
IV2014093011513937	Schelde-estuarium	LDL95/113	80	1995-08-22	1995-08-22	500	500
IV2014093013133269	Schelde-estuarium	LDL95/114	80	1995-08-22	1995-08-22	500	500
IV2014093013451039	Schelde-estuarium	LDL95/115	100	1995-08-23	1995-08-23	500	500
IV2014093014105585	Schelde-estuarium	LDL95/116	100	1995-08-23	1995-08-23	500	500
IV2014093014234959	Schelde-estuarium	LDL95/117	100	1995-08-23	1995-08-23	500	500
IV2014093014381720	Schelde-estuarium	LDL95/118	60	1995-08-23	1995-08-23	500	500
IV2014093015031050	Schelde-estuarium	LDL95/120	400	1995-08-28	1995-08-28	500	500
IV2014093015235050	Schelde-estuarium	LDL95/123	400	1995-09-01	1995-09-01	500	500
IV2014093015403871	Schelde-estuarium	LDL95/124	200	1995-09-01	1995-09-01	500	500
IV2014093016085893	Schelde-estuarium	LDL95/125	400	1995-09-01	1995-09-01	500	500
IV2014093016274790	Schelde-estuarium	LDL95/126	250	1995-09-06	1995-09-06	500	500
IV2014093016433867	Schelde-estuarium	LDL95/127	340	1995-09-06	1995-09-06	500	500
IV2014100209045929	Schelde-estuarium	LDL95/128	400	1995-09-08	1995-09-08	500	500
IV2014100209272864	Schelde-estuarium	LDL95/129	400	1995-09-06	1995-09-06	500	500
IV2014100209440695	Schelde-estuarium	LDL95/130	400	1995-09-12	1995-09-12	500	500
IV2014100210040529	Schelde-estuarium	LDL95/131	400	1995-09-12	1995-09-12	500	500
IV2014100210181517	Schelde-estuarium	LDL95/132	400	1995-09-12	1995-09-12	500	500
IV2014100210295441	Schelde-estuarium	LDL95/133	400	1995-09-12	1995-09-12	500	500
IV2014100211230864	Schelde-estuarium	LDL95/134	380	1995-09-12	1995-09-12	500	500
IV2014100211365571	Schelde-estuarium	LDL95/135	200	1995-09-14	1995-09-14	500	500
IV2014100211514971	Schelde-estuarium	LDL95/136	200	1995-09-14	1995-09-14	500	500
IV2014100212054626	Schelde-estuarium	LDL95/137	200	1995-09-14	1995-09-14	500	500
IV2014100608450655	Schelde-estuarium	LDL95/138	300	1995-09-14	1995-09-14	500	500
IV2014100608563115	Schelde-estuarium	LDL95/139	88	1995-09-21	1995-09-21	500	500
IV2014100609195535	Schelde-estuarium	LDL95/140	120	1995-09-21	1995-09-21	500	500
IV2014100609392228	Schelde-estuarium	LDL95/141	100	1995-09-21	1995-09-21	500	500
IV2014100609552068	Schelde-estuarium	LDL95/142	200	1995-09-22	1995-09-22	500	500
IV2014100610371352	Schelde-estuarium	LDL95/143	300	1995-09-21	1995-09-21	500	500
IV2014100611042414	Schelde-estuarium	LDL95/144	400	1995-09-22	1995-09-22	500	500
IV2014100611214378	Schelde-estuarium	LDL95/145	400	1995-09-22	1995-09-22	500	500
IV2014100611345220	Schelde-estuarium	LDL95/146	225	1995-09-22	1995-09-22	500	500
IV2014100611504108	Schelde-estuarium	LDL95/147	225	1995-09-22	1995-09-22	500	500
IV2014100612044593	Schelde-estuarium	LDL95/148	63	1995-09-22	1995-09-22	500	500
IV2014100615372310	Schelde-estuarium	LDL95/149	100	1995-09-29	1995-09-29	500	500
IV2014100615524675	Schelde-estuarium	LDL95/150	169	1995-09-29	1995-09-29	500	500
IV2014100616071246	Schelde-estuarium	LDL95/151	221	1995-10-02	1995-10-02	500	500
IV2014100616283664	Schelde-estuarium	LDL95/152	130	1995-10-02	1995-10-02	500	500
IV2014100616415137	Schelde-estuarium	LDL95/153	160	1995-10-02	1995-10-02	500	500
IV2014100708534297	Schelde-estuarium	LDL95/154	200	1995-10-02	1995-10-02	500	500
IV2014100709100876	Schelde-estuarium	LDL95/156	100	1995-10-03	1995-10-03	500	500
IV2014100709220314	Schelde-estuarium	LDL95/2	100	1995-08-19	1995-08-19	500	500
IV2014100709483940	Schelde-estuarium	LDL95/3	100	1995-08-19	1995-08-19	500	500
IV2014100709550490	Schelde-estuarium	LDL95/4	100	1995-08-17	1995-08-17	500	500
IV2014100713324336	Schelde-estuarium	LDL95/5	100	1995-08-17	1995-08-17	500	500
IV2014100713373154	Schelde-estuarium	LDL95/6	100	1995-08-17	1995-08-17	500	500
IV2014100713420044	Schelde-estuarium	LDL95/7	100	1995-08-16	1995-08-16	500	500
IV2014100713481733	Schelde-estuarium	LDL95/8	100	1995-08-16	1995-08-16	500	500
IV2014100713541953	Schelde-estuarium	LDL95/9	100	1995-08-20	1995-08-20	500	500
IV2014100713572342	Schelde-estuarium	LDL95/10	100	1995-08-16	1995-08-16	500	500
IV2014100714022262	Schelde-estuarium	LDL95/11	100	1995-08-16	1995-08-16	500	500
IV2014100714095317	Schelde-estuarium	LDL95/12	100	1995-08-15	1995-08-15	500	500
IV2014100714140516	Schelde-estuarium	LDL95/13	100	1995-08-15	1995-08-15	500	500
IV2014100714343363	Schelde-estuarium	LDL95/14	100	1995-08-18	1995-08-18	500	500
IV2014100715001070	Schelde-estuarium	LDL95/15	100	1995-08-18	1995-08-18	500	500
IV2014100715111359	Schelde-estuarium	LDL95/16	100	1995-08-13	1995-08-13	500	500
IV2014100715194505	Schelde-estuarium	LDL95/17	100	1995-08-14	1995-08-14	500	500
IV2014100715252125	Schelde-estuarium	LDL95/18	100	1995-08-12	1995-08-12	500	500
IV2014100715331484	Schelde-estuarium	LDL95/19	100	1995-08-14	1995-08-14	500	500
IV2014100715374492	Schelde-estuarium	LDL95/20	100	1995-08-14	1995-08-14	500	500
IV2014100909003538	Schelde-estuarium	LDL95/21	100	1995-08-12	1995-08-12	500	500
IV2014100909121196	Schelde-estuarium	LDL95/22	100	1995-08-12	1995-08-12	500	500
IV2014100909303582	Schelde-estuarium	LDL95/23	100	1995-08-13	1995-08-13	500	500
IV2014100909352638	Schelde-estuarium	LDL95/24	100	1995-08-13	1995-08-13	500	500
IV2014100909441488	Schelde-estuarium	LDL95/25	100	1995-08-13	1995-08-13	500	500
IV2014100909585025	Schelde-estuarium	LDL95/26	100	1995-08-11	1995-08-11	500	500
IV2014100910115536	Schelde-estuarium	LDL95/27	100	1995-08-11	1995-08-11	500	500
IV2014100910154971	Schelde-estuarium	LDL95/28	100	1995-08-11	1995-08-11	500	500
IV2014100910214525	Schelde-estuarium	LDL95/29	100	1995-08-11	1995-08-11	500	500
IV2014100910335405	Schelde-estuarium	LDL95/30	100	1995-08-08	1995-08-08	500	500
IV2014100910362129	Schelde-estuarium	LDL95/31	100	1995-08-08	1995-08-08	500	500
IV2014100910495150	Schelde-estuarium	LDL95/32	100	1995-08-08	1995-08-08	500	500
IV2014100910541547	Schelde-estuarium	LDL95/33	100	1995-08-09	1995-08-09	500	500
IV2014100911044028	Schelde-estuarium	LDL95/34	100	1995-08-19	1995-08-19	500	500
IV2014100911095536	Schelde-estuarium	LDL95/35	100	1995-08-07	1995-08-07	500	500
IV2014100911143543	Schelde-estuarium	LDL95/36	100	1995-08-07	1995-08-07	500	500
IV2014100911205725	Schelde-estuarium	LDL95/37	100	1995-08-04	1995-08-04	500	500
IV2014100911255514	Schelde-estuarium	LDL95/38	100	1995-08-04	1995-08-04	500	500
IV2014100911350488	Schelde-estuarium	LDL95/39	100	1995-08-07	1995-08-07	500	500
IV2014100911392352	Schelde-estuarium	LDL95/40	100	1995-08-03	1995-08-03	500	500
