survey	recording_givid	layer_code	layer_description	layer_cover
Schelde-estuarium	IV2013071210223587	SH	Struiklaag Hoog	45
Schelde-estuarium	IV2013071210223587	STR	Strooisel	80
Schelde-estuarium	IV2013071210223587	TOT	Bedekking Totaal	99
Schelde-estuarium	IV2013071210285601	BH	Boomlaag Hoog	25
Schelde-estuarium	IV2013071210285601	KH	Kruidlaag Hoog	90
Schelde-estuarium	IV2013071210285601	SH	Struiklaag Hoog	2
Schelde-estuarium	IV2013071210285601	STR	Strooisel	80
Schelde-estuarium	IV2013071210285601	TOT	Bedekking Totaal	99
Schelde-estuarium	IV2013071210431717	AL	Algenlaag	1
Schelde-estuarium	IV2013071210431717	KH	Kruidlaag Hoog	90
Schelde-estuarium	IV2013071210431717	MO	Moslaag	1
Schelde-estuarium	IV2013071210431717	STR	Strooisel	30
Schelde-estuarium	IV2013071210431717	TOT	Bedekking Totaal	95
Schelde-estuarium	IV2013071210525824	AL	Algenlaag	8
Schelde-estuarium	IV2013071210525824	KH	Kruidlaag Hoog	10
Schelde-estuarium	IV2013071210525824	STR	Strooisel	5
Schelde-estuarium	IV2013071210525824	TOT	Bedekking Totaal	20
Schelde-estuarium	IV2013071211051596	AL	Algenlaag	1
Schelde-estuarium	IV2013071211051596	KH	Kruidlaag Hoog	20
Schelde-estuarium	IV2013071211051596	STR	Strooisel	10
Schelde-estuarium	IV2013071211051596	TOT	Bedekking Totaal	30
Schelde-estuarium	IV2013071211103359	AL	Algenlaag	1
Schelde-estuarium	IV2013071211103359	KH	Kruidlaag Hoog	75
Schelde-estuarium	IV2013071211103359	STR	Strooisel	50
Schelde-estuarium	IV2013071211103359	TOT	Bedekking Totaal	95
Schelde-estuarium	IV2013071211223652	BH	Boomlaag Hoog	45
Schelde-estuarium	IV2013071211223652	KH	Kruidlaag Hoog	35
Schelde-estuarium	IV2013071211223652	MO	Moslaag	1
Schelde-estuarium	IV2013071211223652	SH	Struiklaag Hoog	30
Schelde-estuarium	IV2013071211223652	STR	Strooisel	60
Schelde-estuarium	IV2013071211223652	TOT	Bedekking Totaal	99
Schelde-estuarium	IV2013071211315036	BH	Boomlaag Hoog	35
Schelde-estuarium	IV2013071211315036	KH	Kruidlaag Hoog	60
Schelde-estuarium	IV2013071211315036	MO	Moslaag	1
Schelde-estuarium	IV2013071211315036	SH	Struiklaag Hoog	15
Schelde-estuarium	IV2013071211315036	STR	Strooisel	80
Schelde-estuarium	IV2013071211315036	TOT	Bedekking Totaal	95
Schelde-estuarium	IV2013071211463307	BH	Boomlaag Hoog	65
Schelde-estuarium	IV2013071211463307	KH	Kruidlaag Hoog	20
Schelde-estuarium	IV2013071211463307	MO	Moslaag	1
Schelde-estuarium	IV2013071211463307	SH	Struiklaag Hoog	5
Schelde-estuarium	IV2013071211463307	STR	Strooisel	80
Schelde-estuarium	IV2013071211463307	TOT	Bedekking Totaal	99
Schelde-estuarium	IV2013071211495143	KH	Kruidlaag Hoog	75
Schelde-estuarium	IV2013071211495143	SH	Struiklaag Hoog	35
Schelde-estuarium	IV2013071211495143	STR	Strooisel	90
Schelde-estuarium	IV2013071211495143	TOT	Bedekking Totaal	99
Schelde-estuarium	IV2013071211542383	AL	Algenlaag	1
Schelde-estuarium	IV2013071211542383	BH	Boomlaag Hoog	60
Schelde-estuarium	IV2013071211542383	KH	Kruidlaag Hoog	15
Schelde-estuarium	IV2013071211542383	MO	Moslaag	1
Schelde-estuarium	IV2013071211542383	STR	Strooisel	80
Schelde-estuarium	IV2013071211542383	TOT	Bedekking Totaal	99
Schelde-estuarium	IV2013071212001116	KH	Kruidlaag Hoog	60
Schelde-estuarium	IV2013071212001116	SH	Struiklaag Hoog	35
Schelde-estuarium	IV2013071212001116	STR	Strooisel	40
Schelde-estuarium	IV2013071212001116	TOT	Bedekking Totaal	90
Schelde-estuarium	IV2013071212024959	KH	Kruidlaag Hoog	70
Schelde-estuarium	IV2013071212024959	STR	Strooisel	20
Schelde-estuarium	IV2013071212024959	TOT	Bedekking Totaal	80
Schelde-estuarium	IV2013071212071215	AL	Algenlaag	1
Schelde-estuarium	IV2013071212071215	KH	Kruidlaag Hoog	60
Schelde-estuarium	IV2013071212071215	STR	Strooisel	20
Schelde-estuarium	IV2013071212071215	TOT	Bedekking Totaal	75
Schelde-estuarium	IV2013071212093964	KH	Kruidlaag Hoog	80
Schelde-estuarium	IV2013071212093964	STR	Strooisel	50
Schelde-estuarium	IV2013071212093964	TOT	Bedekking Totaal	95
Schelde-estuarium	IV2013071212162404	AL	Algenlaag	1
Schelde-estuarium	IV2013071212162404	KH	Kruidlaag Hoog	60
Schelde-estuarium	IV2013071212162404	STR	Strooisel	40
Schelde-estuarium	IV2013071212162404	TOT	Bedekking Totaal	85
Schelde-estuarium	IV2013071212214188	KH	Kruidlaag Hoog	60
Schelde-estuarium	IV2013071212214188	STR	Strooisel	20
Schelde-estuarium	IV2013071212214188	TOT	Bedekking Totaal	80
Schelde-estuarium	IV2013071212252337	KH	Kruidlaag Hoog	90
Schelde-estuarium	IV2013071212252337	STR	Strooisel	60
Schelde-estuarium	IV2013071212252337	TOT	Bedekking Totaal	99
Schelde-estuarium	IV2013071212295962	AL	Algenlaag	2
Schelde-estuarium	IV2013071212295962	KH	Kruidlaag Hoog	25
Schelde-estuarium	IV2013071212295962	STR	Strooisel	15
Schelde-estuarium	IV2013071212295962	TOT	Bedekking Totaal	40
Schelde-estuarium	IV2013071212440701	KH	Kruidlaag Hoog	55
Schelde-estuarium	IV2013071212440701	STR	Strooisel	10
Schelde-estuarium	IV2013071212440701	TOT	Bedekking Totaal	60
Schelde-estuarium	IV2013071212482673	KH	Kruidlaag Hoog	80
Schelde-estuarium	IV2013071212482673	STR	Strooisel	70
Schelde-estuarium	IV2013071212482673	TOT	Bedekking Totaal	99
Schelde-estuarium	IV2013071212524520	KH	Kruidlaag Hoog	85
Schelde-estuarium	IV2013071212524520	STR	Strooisel	75
Schelde-estuarium	IV2013071212524520	TOT	Bedekking Totaal	99
Schelde-estuarium	IV2013071212583915	AL	Algenlaag	5
Schelde-estuarium	IV2013071212583915	KH	Kruidlaag Hoog	50
Schelde-estuarium	IV2013071212583915	STR	Strooisel	50
Schelde-estuarium	IV2013071212583915	TOT	Bedekking Totaal	99
Schelde-estuarium	IV2013071213084332	AL	Algenlaag	5
Schelde-estuarium	IV2013071213084332	KH	Kruidlaag Hoog	70
Schelde-estuarium	IV2013071213084332	STR	Strooisel	30
Schelde-estuarium	IV2013071213084332	TOT	Bedekking Totaal	95
Schelde-estuarium	IV2013071213510269	KH	Kruidlaag Hoog	80
Schelde-estuarium	IV2013071213510269	STR	Strooisel	50
Schelde-estuarium	IV2013071213510269	TOT	Bedekking Totaal	85
Schelde-estuarium	IV2013071213523496	KH	Kruidlaag Hoog	90
Schelde-estuarium	IV2013071213523496	STR	Strooisel	70
Schelde-estuarium	IV2013071213523496	TOT	Bedekking Totaal	99
Schelde-estuarium	IV2013071213585406	AL	Algenlaag	1
Schelde-estuarium	IV2013071213585406	KH	Kruidlaag Hoog	85
Schelde-estuarium	IV2013071213585406	STR	Strooisel	70
Schelde-estuarium	IV2013071213585406	TOT	Bedekking Totaal	99
Schelde-estuarium	IV2013071214031440	AL	Algenlaag	4
Schelde-estuarium	IV2013071214031440	KH	Kruidlaag Hoog	10
Schelde-estuarium	IV2013071214031440	STR	Strooisel	7
Schelde-estuarium	IV2013071214031440	TOT	Bedekking Totaal	20
Schelde-estuarium	IV2013071214055359	KH	Kruidlaag Hoog	40
Schelde-estuarium	IV2013071214055359	STR	Strooisel	10
Schelde-estuarium	IV2013071214055359	TOT	Bedekking Totaal	50
Schelde-estuarium	IV2013071214090049	KH	Kruidlaag Hoog	95
Schelde-estuarium	IV2013071214090049	STR	Strooisel	80
Schelde-estuarium	IV2013071214090049	TOT	Bedekking Totaal	99
Schelde-estuarium	IV2013071214110851	KH	Kruidlaag Hoog	95
Schelde-estuarium	IV2013071214110851	STR	Strooisel	80
Schelde-estuarium	IV2013071214110851	TOT	Bedekking Totaal	99
Schelde-estuarium	IV2013071214142019	AL	Algenlaag	2
Schelde-estuarium	IV2013071214142019	KH	Kruidlaag Hoog	35
Schelde-estuarium	IV2013071214142019	STR	Strooisel	4
Schelde-estuarium	IV2013071214142019	TOT	Bedekking Totaal	40
Schelde-estuarium	IV2013071214240759	AL	Algenlaag	1
Schelde-estuarium	IV2013071214240759	KH	Kruidlaag Hoog	40
Schelde-estuarium	IV2013071214240759	STR	Strooisel	15
Schelde-estuarium	IV2013071214240759	TOT	Bedekking Totaal	45
Schelde-estuarium	IV2013071214332415	AL	Algenlaag	1
Schelde-estuarium	IV2013071214332415	KH	Kruidlaag Hoog	90
Schelde-estuarium	IV2013071214332415	MO	Moslaag	1
Schelde-estuarium	IV2013071214332415	STR	Strooisel	15
Schelde-estuarium	IV2013071214332415	TOT	Bedekking Totaal	99
Schelde-estuarium	IV2013071214385494	KH	Kruidlaag Hoog	90
Schelde-estuarium	IV2013071214385494	STR	Strooisel	50
Schelde-estuarium	IV2013071214385494	TOT	Bedekking Totaal	99
Schelde-estuarium	IV2013071214450653	AL	Algenlaag	1
Schelde-estuarium	IV2013071214450653	KH	Kruidlaag Hoog	40
Schelde-estuarium	IV2013071214450653	STR	Strooisel	10
Schelde-estuarium	IV2013071214450653	TOT	Bedekking Totaal	50
Schelde-estuarium	IV2013071214502325	AL	Algenlaag	15
Schelde-estuarium	IV2013071214502325	KH	Kruidlaag Hoog	65
Schelde-estuarium	IV2013071214502325	STR	Strooisel	30
Schelde-estuarium	IV2013071214502325	TOT	Bedekking Totaal	99
Schelde-estuarium	IV2013071214552444	AL	Algenlaag	1
Schelde-estuarium	IV2013071214552444	KH	Kruidlaag Hoog	80
Schelde-estuarium	IV2013071214552444	MO	Moslaag	1
Schelde-estuarium	IV2013071214552444	STR	Strooisel	50
Schelde-estuarium	IV2013071214552444	TOT	Bedekking Totaal	95
Schelde-estuarium	IV2013071215005202	AL	Algenlaag	1
Schelde-estuarium	IV2013071215005202	KH	Kruidlaag Hoog	90
Schelde-estuarium	IV2013071215005202	STR	Strooisel	80
Schelde-estuarium	IV2013071215005202	TOT	Bedekking Totaal	99
Schelde-estuarium	IV2013101411571056	AL	Algenlaag	1
Schelde-estuarium	IV2013101411571056	KH	Kruidlaag Hoog	1
Schelde-estuarium	IV2013101411571056	TOT	Bedekking Totaal	1
Schelde-estuarium	IV2013101412094567	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2013101412124411	AL	Algenlaag	1
Schelde-estuarium	IV2013101412124411	TOT	Bedekking Totaal	1
Schelde-estuarium	IV2013101412215753	AL	Algenlaag	37
Schelde-estuarium	IV2013101412215753	KH	Kruidlaag Hoog	1
Schelde-estuarium	IV2013101412215753	TOT	Bedekking Totaal	37
Schelde-estuarium	IV2013101412250708	AL	Algenlaag	17
Schelde-estuarium	IV2013101412250708	KH	Kruidlaag Hoog	2
Schelde-estuarium	IV2013101412250708	TOT	Bedekking Totaal	20
Schelde-estuarium	IV2013101412274167	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2013101412284780	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2013101412325096	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2013101412334860	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2013101412352991	AL	Algenlaag	1
Schelde-estuarium	IV2013101412352991	TOT	Bedekking Totaal	1
Schelde-estuarium	IV2013101412401740	AL	Algenlaag	20
Schelde-estuarium	IV2013101412401740	TOT	Bedekking Totaal	20
Schelde-estuarium	IV2013101412450936	AL	Algenlaag	17
Schelde-estuarium	IV2013101412450936	KH	Kruidlaag Hoog	1
Schelde-estuarium	IV2013101412450936	TOT	Bedekking Totaal	17
Schelde-estuarium	IV2013101412473922	AL	Algenlaag	20
Schelde-estuarium	IV2013101412473922	TOT	Bedekking Totaal	20
Schelde-estuarium	IV2013101412493639	AL	Algenlaag	27
Schelde-estuarium	IV2013101412493639	STR	Strooisel	1
Schelde-estuarium	IV2013101412493639	TOT	Bedekking Totaal	27
Schelde-estuarium	IV2013101412510543	AL	Algenlaag	22
Schelde-estuarium	IV2013101412510543	TOT	Bedekking Totaal	22
Schelde-estuarium	IV2013101412524574	AL	Algenlaag	32
Schelde-estuarium	IV2013101412524574	TOT	Bedekking Totaal	32
Schelde-estuarium	IV2013101412551687	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2013101412563839	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2013101412583188	AL	Algenlaag	2
Schelde-estuarium	IV2013101412583188	TOT	Bedekking Totaal	2
Schelde-estuarium	IV2013101412593895	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2013101413012381	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2013101413021951	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2013101413532478	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2013112012335764	KH	Kruidlaag Hoog	90
Schelde-estuarium	IV2013112012335764	SH	Struiklaag Hoog	17
Schelde-estuarium	IV2013112012335764	STR	Strooisel	70
Schelde-estuarium	IV2013112012335764	TOT	Bedekking Totaal	100
Schelde-estuarium	IV2013112013391754	BH	Boomlaag Hoog	30
Schelde-estuarium	IV2013112013391754	KH	Kruidlaag Hoog	85
Schelde-estuarium	IV2013112013391754	SH	Struiklaag Hoog	1
Schelde-estuarium	IV2013112013391754	STR	Strooisel	40
Schelde-estuarium	IV2013112013391754	TOT	Bedekking Totaal	99
Schelde-estuarium	IV2013112014051359	KH	Kruidlaag Hoog	100
Schelde-estuarium	IV2013112014051359	STR	Strooisel	90
Schelde-estuarium	IV2013112014051359	TOT	Bedekking Totaal	100
Schelde-estuarium	IV2013112014075662	KH	Kruidlaag Hoog	95
Schelde-estuarium	IV2013112014075662	STR	Strooisel	75
Schelde-estuarium	IV2013112014075662	TOT	Bedekking Totaal	100
Schelde-estuarium	IV2013112014180740	KH	Kruidlaag Hoog	99
Schelde-estuarium	IV2013112014180740	STR	Strooisel	60
Schelde-estuarium	IV2013112014180740	TOT	Bedekking Totaal	100
Schelde-estuarium	IV2013112014252162	KH	Kruidlaag Hoog	95
Schelde-estuarium	IV2013112014252162	STR	Strooisel	70
Schelde-estuarium	IV2013112014252162	TOT	Bedekking Totaal	100
Schelde-estuarium	IV2013112014321005	KH	Kruidlaag Hoog	90
Schelde-estuarium	IV2013112014321005	SH	Struiklaag Hoog	10
Schelde-estuarium	IV2013112014321005	STR	Strooisel	70
Schelde-estuarium	IV2013112014321005	TOT	Bedekking Totaal	99
Schelde-estuarium	IV2013112015024521	KH	Kruidlaag Hoog	95
Schelde-estuarium	IV2013112015024521	SH	Struiklaag Hoog	5
Schelde-estuarium	IV2013112015024521	STR	Strooisel	50
Schelde-estuarium	IV2013112015024521	TOT	Bedekking Totaal	100
Schelde-estuarium	IV2013112015053253	AL	Algenlaag	1
Schelde-estuarium	IV2013112015053253	BH	Boomlaag Hoog	5
Schelde-estuarium	IV2013112015053253	KH	Kruidlaag Hoog	40
Schelde-estuarium	IV2013112015053253	SH	Struiklaag Hoog	55
Schelde-estuarium	IV2013112015053253	STR	Strooisel	60
Schelde-estuarium	IV2013112015053253	TOT	Bedekking Totaal	85
Schelde-estuarium	IV2013112015410875	KH	Kruidlaag Hoog	90
Schelde-estuarium	IV2013112015410875	MO	Moslaag	1
Schelde-estuarium	IV2013112015410875	SH	Struiklaag Hoog	22
Schelde-estuarium	IV2013112015410875	STR	Strooisel	80
Schelde-estuarium	IV2013112015410875	TOT	Bedekking Totaal	99
Schelde-estuarium	IV2013112015462691	BH	Boomlaag Hoog	30
Schelde-estuarium	IV2013112015462691	KH	Kruidlaag Hoog	65
Schelde-estuarium	IV2013112015462691	SH	Struiklaag Hoog	30
Schelde-estuarium	IV2013112015462691	STR	Strooisel	30
Schelde-estuarium	IV2013112015462691	TOT	Bedekking Totaal	95
Schelde-estuarium	IV2013112016153156	AL	Algenlaag	1
Schelde-estuarium	IV2013112016153156	BH	Boomlaag Hoog	35
Schelde-estuarium	IV2013112016153156	KH	Kruidlaag Hoog	75
Schelde-estuarium	IV2013112016153156	MO	Moslaag	2
Schelde-estuarium	IV2013112016153156	STR	Strooisel	20
Schelde-estuarium	IV2013112016223231	BH	Boomlaag Hoog	50
Schelde-estuarium	IV2013112016223231	KH	Kruidlaag Hoog	65
Schelde-estuarium	IV2013112016223231	MO	Moslaag	1
Schelde-estuarium	IV2013112016223231	SH	Struiklaag Hoog	15
Schelde-estuarium	IV2013112016223231	STR	Strooisel	50
Schelde-estuarium	IV2013112016223231	TOT	Bedekking Totaal	95
Schelde-estuarium	IV2013112510294627	KH	Kruidlaag Hoog	95
Schelde-estuarium	IV2013112510294627	SH	Struiklaag Hoog	2
Schelde-estuarium	IV2013112510294627	STR	Strooisel	50
Schelde-estuarium	IV2013112510294627	TOT	Bedekking Totaal	99
Schelde-estuarium	IV2013112510363066	KH	Kruidlaag Hoog	85
Schelde-estuarium	IV2013112510363066	SH	Struiklaag Hoog	25
Schelde-estuarium	IV2013112510363066	STR	Strooisel	50
Schelde-estuarium	IV2013112510363066	TOT	Bedekking Totaal	100
Schelde-estuarium	IV2013112510372455	KH	Kruidlaag Hoog	99
Schelde-estuarium	IV2013112510372455	STR	Strooisel	80
Schelde-estuarium	IV2013112510372455	TOT	Bedekking Totaal	100
Schelde-estuarium	IV2013112510405905	KH	Kruidlaag Hoog	99
Schelde-estuarium	IV2013112510405905	STR	Strooisel	80
Schelde-estuarium	IV2013112510405905	TOT	Bedekking Totaal	100
Schelde-estuarium	IV2013112510481962	BH	Boomlaag Hoog	30
Schelde-estuarium	IV2013112510481962	KH	Kruidlaag Hoog	75
Schelde-estuarium	IV2013112510481962	SH	Struiklaag Hoog	45
Schelde-estuarium	IV2013112510481962	STR	Strooisel	80
Schelde-estuarium	IV2013112510481962	TOT	Bedekking Totaal	99
Schelde-estuarium	IV2013112510491349	AL	Algenlaag	1
Schelde-estuarium	IV2013112510491349	BH	Boomlaag Hoog	10
Schelde-estuarium	IV2013112510491349	KH	Kruidlaag Hoog	80
Schelde-estuarium	IV2013112510491349	MO	Moslaag	1
Schelde-estuarium	IV2013112510491349	SH	Struiklaag Hoog	35
Schelde-estuarium	IV2013112510491349	STR	Strooisel	75
Schelde-estuarium	IV2013112510491349	TOT	Bedekking Totaal	98
Schelde-estuarium	IV2013112511065032	AL	Algenlaag	2
Schelde-estuarium	IV2013112511065032	BH	Boomlaag Hoog	7
Schelde-estuarium	IV2013112511065032	KH	Kruidlaag Hoog	65
Schelde-estuarium	IV2013112511065032	MO	Moslaag	2
Schelde-estuarium	IV2013112511065032	STR	Strooisel	2
Schelde-estuarium	IV2013112511065032	TOT	Bedekking Totaal	90
Schelde-estuarium	IV2013112511473957	KH	Kruidlaag Hoog	99
Schelde-estuarium	IV2013112511473957	STR	Strooisel	70
Schelde-estuarium	IV2013112511473957	TOT	Bedekking Totaal	100
Schelde-estuarium	IV2013112512071698	BH	Boomlaag Hoog	2
Schelde-estuarium	IV2013112512071698	KH	Kruidlaag Hoog	90
Schelde-estuarium	IV2013112512071698	SH	Struiklaag Hoog	1
Schelde-estuarium	IV2013112512071698	STR	Strooisel	60
Schelde-estuarium	IV2013112512071698	TOT	Bedekking Totaal	99
Schelde-estuarium	IV2013112512115854	KH	Kruidlaag Hoog	9
Schelde-estuarium	IV2013112512115854	SH	Struiklaag Hoog	7
Schelde-estuarium	IV2013112512115854	STR	Strooisel	40
Schelde-estuarium	IV2013112512115854	TOT	Bedekking Totaal	99
Schelde-estuarium	IV2013112512142675	BH	Boomlaag Hoog	35
Schelde-estuarium	IV2013112512142675	KH	Kruidlaag Hoog	65
Schelde-estuarium	IV2013112512142675	SH	Struiklaag Hoog	40
Schelde-estuarium	IV2013112512142675	STR	Strooisel	50
Schelde-estuarium	IV2013112512142675	TOT	Bedekking Totaal	99
Schelde-estuarium	IV2013112512233871	KH	Kruidlaag Hoog	100
Schelde-estuarium	IV2013112512233871	STR	Strooisel	80
Schelde-estuarium	IV2013112512233871	TOT	Bedekking Totaal	100
Schelde-estuarium	IV2013112512261571	KH	Kruidlaag Hoog	100
Schelde-estuarium	IV2013112512261571	SH	Struiklaag Hoog	4
Schelde-estuarium	IV2013112512261571	STR	Strooisel	70
Schelde-estuarium	IV2013112512261571	TOT	Bedekking Totaal	100
Schelde-estuarium	IV2013112512333257	AL	Algenlaag	1
Schelde-estuarium	IV2013112512333257	KH	Kruidlaag Hoog	95
Schelde-estuarium	IV2013112512333257	SH	Struiklaag Hoog	2
Schelde-estuarium	IV2013112512333257	STR	Strooisel	60
Schelde-estuarium	IV2013112512333257	TOT	Bedekking Totaal	99
Schelde-estuarium	IV2013112512441623	BH	Boomlaag Hoog	75
Schelde-estuarium	IV2013112512441623	KH	Kruidlaag Hoog	40
Schelde-estuarium	IV2013112512441623	MO	Moslaag	1
Schelde-estuarium	IV2013112512441623	SH	Struiklaag Hoog	10
Schelde-estuarium	IV2013112512441623	STR	Strooisel	70
Schelde-estuarium	IV2013112512441623	TOT	Bedekking Totaal	99
Schelde-estuarium	IV2013112513461255	KH	Kruidlaag Hoog	95
Schelde-estuarium	IV2013112513461255	SH	Struiklaag Hoog	12
Schelde-estuarium	IV2013112513461255	STR	Strooisel	70
Schelde-estuarium	IV2013112513461255	TOT	Bedekking Totaal	99
Schelde-estuarium	IV2013112513515000	KH	Kruidlaag Hoog	95
Schelde-estuarium	IV2013112513515000	STR	Strooisel	80
Schelde-estuarium	IV2013112513515000	TOT	Bedekking Totaal	99
Schelde-estuarium	IV2013112513523945	KH	Kruidlaag Hoog	90
Schelde-estuarium	IV2013112513523945	STR	Strooisel	80
Schelde-estuarium	IV2013112513523945	TOT	Bedekking Totaal	99
Schelde-estuarium	IV2013112513553865	AL	Algenlaag	1
Schelde-estuarium	IV2013112513553865	KH	Kruidlaag Hoog	50
Schelde-estuarium	IV2013112513553865	MO	Moslaag	1
Schelde-estuarium	IV2013112513553865	SH	Struiklaag Hoog	65
Schelde-estuarium	IV2013112513553865	STR	Strooisel	50
Schelde-estuarium	IV2013112513553865	TOT	Bedekking Totaal	99
Schelde-estuarium	IV2013112514102708	AL	Algenlaag	1
Schelde-estuarium	IV2013112514102708	KH	Kruidlaag Hoog	50
Schelde-estuarium	IV2013112514102708	MO	Moslaag	1
Schelde-estuarium	IV2013112514102708	SH	Struiklaag Hoog	55
Schelde-estuarium	IV2013112514102708	STR	Strooisel	80
Schelde-estuarium	IV2013112514102708	TOT	Bedekking Totaal	99
Schelde-estuarium	IV2013112514145313	KH	Kruidlaag Hoog	85
Schelde-estuarium	IV2013112514145313	SH	Struiklaag Hoog	35
Schelde-estuarium	IV2013112514145313	STR	Strooisel	70
Schelde-estuarium	IV2013112514145313	TOT	Bedekking Totaal	99
Schelde-estuarium	IV2013112514191156	AL	Algenlaag	1
Schelde-estuarium	IV2013112514191156	BH	Boomlaag Hoog	60
Schelde-estuarium	IV2013112514191156	KH	Kruidlaag Hoog	35
Schelde-estuarium	IV2013112514191156	MO	Moslaag	2
Schelde-estuarium	IV2013112514191156	SH	Struiklaag Hoog	15
Schelde-estuarium	IV2013112514191156	STR	Strooisel	50
Schelde-estuarium	IV2013112514191156	TOT	Bedekking Totaal	99
Schelde-estuarium	IV2013112514444162	BH	Boomlaag Hoog	70
Schelde-estuarium	IV2013112514444162	KH	Kruidlaag Hoog	40
Schelde-estuarium	IV2013112514444162	MO	Moslaag	3
Schelde-estuarium	IV2013112514444162	SH	Struiklaag Hoog	40
Schelde-estuarium	IV2013112514444162	STR	Strooisel	50
Schelde-estuarium	IV2013112514444162	TOT	Bedekking Totaal	95
Schelde-estuarium	IV2013112514541496	BH	Boomlaag Hoog	45
Schelde-estuarium	IV2013112514541496	KH	Kruidlaag Hoog	35
Schelde-estuarium	IV2013112514541496	MO	Moslaag	1
Schelde-estuarium	IV2013112514541496	SH	Struiklaag Hoog	70
Schelde-estuarium	IV2013112514541496	STR	Strooisel	80
Schelde-estuarium	IV2013112514541496	TOT	Bedekking Totaal	99
Schelde-estuarium	IV2013112609280574	KH	Kruidlaag Hoog	85
Schelde-estuarium	IV2013112609280574	SH	Struiklaag Hoog	25
Schelde-estuarium	IV2013112609280574	STR	Strooisel	40
Schelde-estuarium	IV2013112609280574	TOT	Bedekking Totaal	99
Schelde-estuarium	IV2013112609322182	KH	Kruidlaag Hoog	80
Schelde-estuarium	IV2013112609322182	SH	Struiklaag Hoog	22
Schelde-estuarium	IV2013112609322182	STR	Strooisel	60
Schelde-estuarium	IV2013112609322182	TOT	Bedekking Totaal	99
Schelde-estuarium	IV2013112609331731	KH	Kruidlaag Hoog	95
Schelde-estuarium	IV2013112609331731	SH	Struiklaag Hoog	1
