ID	survey	record_id_square	record_id_circle	date	type_observed	subtype_defined	type_cover	type_cover_all	is_type_target	is_maintype_target	any_type_target	n_type_target	cover_target	Habitattype
720369_2014-06-11	anb	720369_2014-06-11	720369_2014-06-11	16232	6510_hua	1	NA	NA	1	1	1	1	NA	6510_hua
720369_2022-06-23	anb	720369_2022-06-23	720369_2022-06-23	19166	6510_hua	1	NA	NA	1	1	1	1	NA	6510_hua
721906_2016-07-29	N2000meetnet_Grasland	IV2017011813535331	IV2017011813083530	17011	6230_ha	1	100	100% 6230_ha	1	1	1	1	100	6230_ha
730758_2021-07-20	N2000meetnet_Grasland_BHM	IV2022032416470190	IV2022032415233158	18828	6230_ha	1	100	100% 6230_ha	1	1	1	1	100	6230_ha
732161_2022-07-27	N2000meetnet_Grasland_BHM	IV2022092721104282	IV2022092721093977	19200	1330_hpr	1	100	100% 1330_hpr	1	1	1	1	100	1330_hpr
736949_2015-08-12	N2000meetnet_Grasland	IV2017010617191621	IV2017010617095027	16659	1330_hpr	1	100	100% 1330_hpr	1	1	1	1	100	1330_hpr
7394534_2018-06-19	N2000meetnet_Grasland_BHM	IV2019020613402086	IV2019020612581446	17701	6410_mo	1	50	50% 6410_mo; 50% 6510_hu	1	1	1	2	100	6410_mo
7394534_2018-06-19	N2000meetnet_Grasland_BHM	IV2019020613402086	IV2019020612581446	17701	6510_hu	1	50	50% 6410_mo; 50% 6510_hu	1	1	1	2	100	6510_hu
742450_2016-06-16	N2000meetnet_Grasland	IV2017022410371769	IV2017022410260914	16968	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
742450_2023-07-04	N2000meetnet_Grasland_BHM	IV2023112211595425	IV2023112211585192	19542	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
743982_2016-09-19	N2000meetnet_Grasland	IV2017012711431363	IV2017012711292443	17063	6230_hmo	1	100	100% 6230_hmo	1	1	1	1	100	6230_hmo
743982_2023-07-16	N2000meetnet_Grasland_BHM	IV2023112418270012	IV2023112418254934	19554	6230_hmo	1	100	100% 6230_hmo	1	1	1	1	100	6230_hmo
744742_2016-06-22	anb	744742_2016-06-22	744742_2016-06-22	16974	6510_huk	1	NA	NA	1	1	1	1	NA	6510_huk
745170_2016-08-18	N2000meetnet_Grasland	IV2017012312531726	IV2017012312301685	17031	6230_ha	1	100	100% 6230_ha	1	1	1	1	100	6230_ha
753630_2016-09-19	N2000meetnet_Grasland	IV2017021415171476	IV2017021414444810	17063	6230_hmo	1	100	100% 6230_hmo	1	1	1	1	100	6230_hmo
7678913_2018-06-07	N2000meetnet_Grasland_BHM	IV2019010309483876	IV2019010309332746	17689	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
7738642_2019-06-05	anb	7738642_2019-06-05	7738642_2019-06-05	18052	6510_hus	1	NA	NA	1	1	1	1	NA	6510_hus
7759198_2018-05-25	anb	7759198_2018-05-25	7759198_2018-05-25	17676	6510_hus	1	NA	NA	1	1	1	1	NA	6510_hus
781906_2016-08-03	N2000meetnet_Grasland	IV2017011812094287	IV2017011312251730	17016	6230_hn	1	100	100% 6230_hn	1	1	1	1	100	6230_hn
781906_2023-07-05	N2000meetnet_Grasland_BHM	IV2024022816085019	IV2023112211584940	19543	6230_hn	1	100	100% 6230_hn	1	1	1	1	100	6230_hn
78294_2016-06-03	anb	78294_2016-06-03	78294_2016-06-03	16955	6510_hu	1	NA	NA	1	1	1	1	NA	6510_hu
7839026_2019-07-02	N2000meetnet_Grasland_BHM	IV2020031219413746	IV2020031220232348	18079	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
783954_2017-06-30	N2000meetnet_Grasland_BHM	IV2018030715551163	IV2018030715412818	17347	6230_ha	1	100	100% 6230_ha	1	1	1	1	100	6230_ha
7874902_2019-07-09	N2000meetnet_Grasland_BHM	IV2020031913514631	IV2020031913230651	18086	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
792209_2022-05-31	anb	792209_2022-05-31	792209_2022-05-31	19143	6510_hua	1	NA	NA	1	1	1	1	NA	6510_hua
7929558_2019-08-26	N2000meetnet_Grasland_BHM	IV2020021413533466	IV2020021413283257	18134	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
7941057_2019-06-18	N2000meetnet_Grasland_BHM	IV2020041110162473	IV2020041016413327	18065	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
798133_2015-08-11	N2000meetnet_Grasland	IV2017011215475751	IV2017011215302636	16658	1330_hpr	1	100	100% 1330_hpr	1	1	1	1	100	1330_hpr
798133_2022-09-21	N2000meetnet_Grasland_BHM	IV2022092720593611	IV2022092720573340	19256	1330_hpr	1	100	100% 1330_hpr	1	1	1	1	100	1330_hpr
79986_2014-06-03	anb	79986_2014-06-03	79986_2014-06-03	16224	6510_hu	1	NA	NA	1	1	1	1	NA	6510_hu
79986_2022-06-09	anb	79986_2022-06-09	79986_2022-06-09	19152	6510_hu	1	NA	NA	1	1	1	1	NA	6510_hu
801793_2015-08-19	N2000meetnet_Grasland	IV2017010618013747	IV2017010617430082	16666	1330_hpr	1	100	100% 1330_hpr	1	1	1	1	100	1330_hpr
801793_2022-08-01	N2000meetnet_Grasland_BHM	IV2022092721103921	IV2022092721093300	19205	1330_hpr	1	100	100% 1330_hpr	1	1	1	1	100	1330_hpr
805942_2019-05-23	N2000meetnet_Grasland_BHM	IV2020022714594591	IV2020022714453255	18039	6230_ha	1	100	100% 6230_ha	1	1	1	1	100	6230_ha
80822_2023-08-18	N2000meetnet_Moeras_BHM	IV2024022816064875	IV2023112210384880	19587	7140_meso	1	100	100% 7140_meso	1	1	1	1	100	7140_meso
8121542_2017-05-29	N2000meetnet_Grasland	IV2017120118231406	IV2017120117561385	17315	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
8158406_2017-05-29	N2000meetnet_Grasland_BHM	IV2017120117414722	IV2017120114521398	17315	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
818374_2022-07-05	N2000meetnet_Grasland_BHM	IV2022091211053798	IV2022091211043718	19178	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
81985_2018-06-12	N2000meetnet_Grasland_BHM	IV2018121812191520	IV2018121811574327	17694	6230_hmo	1	100	100% 6230_hmo	1	1	1	1	100	6230_hmo
8220722_2018-06-20	N2000meetnet_Grasland_BHM	IV2019020715455743	IV2019020714420536	17702	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
823129_2017-07-10	N2000meetnet_Grasland_BHM	IV2017112912580483	IV2017112912245580	17357	6230_hmo	1	100	100% 6230_hmo	1	1	1	1	100	6230_hmo
823129_2024-06-28	N2000meetnet_Grasland_BHM	IV2024062911282221	IV2024062911272413	19902	6230_hmo	1	100	100% 6230_hmo	1	1	1	1	100	6230_hmo
826486_2023-08-03	N2000meetnet_Grasland_BHM	IV2023112210415553	IV2023112210394800	19572	6230_hmo	1	100	100% 6230_hmo	1	1	1	1	100	6230_hmo
832386_2014-06-04	anb	832386_2014-06-04	832386_2014-06-04	16225	6510_huk	1	NA	NA	1	1	1	1	NA	6510_huk
8363961_2018-06-01	N2000meetnet_Grasland_BHM	IV2019022114510668	IV2019022114385849	17683	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
840662_2024-06-24	N2000meetnet_Grasland_BHM	IV2024062806512261	IV2024062806502532	19898	6230_ha	1	100	100% 6230_ha	1	1	1	1	100	6230_ha
842030_2016-06-27	N2000meetnet_Grasland	IV2017010511152189	IV2017010510420097	16979	6230_hn	1	100	100% 6230_hn	1	1	1	1	100	6230_hn
845457_2016-06-09	anb	845457_2016-06-09	845457_2016-06-09	16961	6510_hua	1	NA	NA	1	1	1	1	NA	6510_hua
845457_2022-06-20	anb	845457_2022-06-20	845457_2022-06-20	19163	6510_hua	1	NA	NA	1	1	1	1	NA	6510_hua
8525074_2019-06-04	anb	8525074_2019-06-04	8525074_2019-06-04	18051	6510_hu	1	NA	NA	1	1	1	1	NA	6510_hu
856054_2016-09-14	N2000meetnet_Moerassen	IV2017020318480754	IV2017020318315989	17058	7140_meso	1	100	100% 7140_meso	1	1	1	1	100	7140_meso
856054_2024-06-25	N2000meetnet_Moeras_BHM	IV2024062806513143	IV2024062806502480	19899	7140_meso	1	100	100% 7140_meso	1	1	1	1	100	7140_meso
857281_2016-06-07	anb	857281_2016-06-07	857281_2016-06-07	16959	6510_hu	1	NA	NA	1	1	1	1	NA	6510_hu
857298_2016-09-09	N2000meetnet_Grasland	IV2017013011141972	IV2017013011050597	17053	6230_hn	1	100	100% 6230_hn	1	1	1	1	100	6230_hn
857298_2023-07-24	N2000meetnet_Grasland_BHM	IV2023112210415262	IV2023112210404868	19562	6230_hn	1	100	100% 6230_hn	1	1	1	1	100	6230_hn
863169_2016-06-08	anb	863169_2016-06-08	863169_2016-06-08	16960	6510_hu	1	NA	NA	1	1	1	1	NA	6510_hu
863862_2015-06-29	N2000meetnet_Moerassen	IV2017020714540212	IV2017020713102084	16615	7140_meso	1	100	100% 7140_meso	1	1	1	1	100	7140_meso
863862_2022-08-18	N2000meetnet_Moeras_BHM	IV2022090915345550	IV2022090915335427	19222	7140_meso	1	100	100% 7140_meso	1	1	1	1	100	7140_meso
8669462_2018-06-11	anb	8669462_2018-06-11	8669462_2018-06-11	17693	6510_hus	1	NA	NA	1	1	1	1	NA	6510_hus
867254_2023-08-18	N2000meetnet_Moeras_BHM	IV2023112210395166	IV2023112210385036	19587	7140_meso	1	100	100% 7140_meso	1	1	1	1	100	7140_meso
8705254_2018-06-19	N2000meetnet_Grasland_BHM	IV2019020612275238	IV2019020609412094	17701	6410_mo	1	50	50% 6410_mo; 50% 6510_hu	1	1	1	2	100	6410_mo
8705254_2018-06-19	N2000meetnet_Grasland_BHM	IV2019020612275238	IV2019020609412094	17701	6510_hu	1	50	50% 6410_mo; 50% 6510_hu	1	1	1	2	100	6510_hu
870694_2016-06-22	anb	870694_2016-06-22	870694_2016-06-22	16974	6510_huk	1	NA	NA	1	1	1	1	NA	6510_huk
87250_2016-09-09	N2000meetnet_Grasland	IV2017013013143717	IV2017013013060304	17053	6230_hn	1	100	100% 6230_hn	1	1	1	1	100	6230_hn
87250_2023-07-24	N2000meetnet_Grasland_BHM	IV2024022816074889	IV2023112211584834	19562	6230_hn	1	100	100% 6230_hn	1	1	1	1	100	6230_hn
880094_2016-10-07	N2000meetnet_Moerassen	IV2017021512035316	IV2017021511480087	17081	7140_oli	1	100	100% 7140_oli	1	1	1	1	100	7140_oli
884022_2018-05-29	anb	884022_2018-05-29	884022_2018-05-29	17680	6510_hu	1	NA	NA	1	1	1	1	NA	6510_hu
89810_2016-08-18	N2000meetnet_Grasland	IV2017012613170767	IV2017012613001528	17031	6230_ha	1	100	100% 6230_ha	1	1	1	1	100	6230_ha
89810_2023-07-05	N2000meetnet_Grasland_BHM	IV2023112211595021	IV2023112211585273	19543	6230_ha	1	100	100% 6230_ha	1	1	1	1	100	6230_ha
905190_2018-06-06	anb	905190_2018-06-06	905190_2018-06-06	17688	6510_hu	1	NA	NA	1	1	1	1	NA	6510_hu
905382_2015-06-11	N2000meetnet_Grasland	IV2017022015390187	IV2017022015155634	16597	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
905382_2022-06-20	N2000meetnet_Grasland_BHM	IV2022062019015574	IV2022062019005618	19163	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
906998_2023-07-19	N2000meetnet_Moeras_BHM	IV2023112418265865	IV2023112418255305	19557	7140_meso	1	100	100% 7140_meso	1	1	1	1	100	7140_meso
9087041_2015-07-10	N2000meetnet_Grasland	IV2017021313081237	IV2017021312415166	16626	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
908981_2016-09-15	N2000meetnet_Grasland	IV2017010609352959	IV2017010609200485	17059	1330_hpr	1	100	100% 1330_hpr	1	1	1	1	100	1330_hpr
911617_2020-10-13	N2000meetnet_Grasland_BHM	IV2021012515060055	IV2021012514434193	18548	6230_hn	1	100	100% 6230_hn	1	1	1	1	100	6230_hn
9131058_2018-06-13	N2000meetnet_Grasland_BHM	IV2019021909560725	IV2019021909195430	17695	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
9189270_2018-06-04	N2000meetnet_Grasland_BHM	IV2019010215472640	IV2019010215101106	17686	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
919185_2022-05-31	anb	919185_2022-05-31	919185_2022-05-31	19143	6510_hua	1	NA	NA	1	1	1	1	NA	6510_hua
923209_2018-06-13	anb	923209_2018-06-13	923209_2018-06-13	17695	6510_hu	1	NA	NA	1	1	1	1	NA	6510_hu
923346_2016-09-13	N2000meetnet_Moerassen	IV2017021514480221	IV2017021514080638	17057	7140_meso	1	100	100% 7140_meso	1	1	1	1	100	7140_meso
923346_2023-07-05	N2000meetnet_Moeras_BHM	IV2023112211595753	IV2023112211585116	19543	7140_meso	1	100	100% 7140_meso	1	1	1	1	100	7140_meso
9245970_2020-05-27	anb	9245970_2020-05-27	9245970_2020-05-27	18409	6510_hus	1	NA	NA	1	1	1	1	NA	6510_hus
937014_2019-05-23	N2000meetnet_Grasland_BHM	IV2020022715235211	IV2020022715151720	18039	6230_hn	1	100	100% 6230_hn	1	1	1	1	100	6230_hn
938262_2018-06-08	anb	938262_2018-06-08	938262_2018-06-08	17690	6510_hu	1	NA	NA	1	1	1	1	NA	6510_hu
943826_2016-09-28	N2000meetnet_Moerassen	IV2017021515263591	IV2017021515123500	17072	7140_oli	1	100	100% 7140_oli	1	1	1	1	100	7140_oli
943826_2023-10-12	N2000meetnet_Moeras_BHM	IV2023112210414927	IV2023112210384976	19642	7140_oli	1	100	100% 7140_oli	1	1	1	1	100	7140_oli
9508114_2020-05-26	anb	9508114_2020-05-26	9508114_2020-05-26	18408	6510_hus	1	NA	NA	1	1	1	1	NA	6510_hus
958166_2021-08-17	N2000meetnet_Grasland_BHM	IV2022032414455990	IV2022032414092660	18856	6230_ha	1	100	100% 6230_ha	1	1	1	1	100	6230_ha
959958_2016-09-20	N2000meetnet_Moerassen	IV2017021516261649	IV2017021516164241	17064	7140_oli	1	100	100% 7140_oli	1	1	1	1	100	7140_oli
959958_2023-07-16	N2000meetnet_Moeras_BHM	IV2024022816075089	IV2023112418255278	19554	7140_oli	1	100	100% 7140_oli	1	1	1	1	100	7140_oli
9655346_2018-06-12	N2000meetnet_Grasland_BHM	IV2019020811023605	IV2019020810390261	17694	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
968217_2016-06-01	anb	968217_2016-06-01	968217_2016-06-01	16953	6510_hua	1	NA	NA	1	1	1	1	NA	6510_hua
968217_2022-06-01	anb	968217_2022-06-01	968217_2022-06-01	19144	6510_hua	1	NA	NA	1	1	1	1	NA	6510_hua
979286_2016-08-24	N2000meetnet_Grasland	IV2017021415590760	IV2017021415415208	17037	6230_hmo	1	100	100% 6230_hmo	1	1	1	1	100	6230_hmo
979286_2023-07-06	N2000meetnet_Grasland_BHM	IV2023111315044871	IV2023111315034840	19544	6230_hmo	1	100	100% 6230_hmo	1	1	1	1	100	6230_hmo
980625_2016-06-09	anb	980625_2016-06-09	980625_2016-06-09	16961	6510_hus	1	NA	NA	1	1	1	1	NA	6510_hus
983990_2017-08-17	N2000meetnet_Grasland_BHM	IV2018030416251801	IV2018030416111323	17395	6230_hn	1	100	100% 6230_hn	1	1	1	1	100	6230_hn
984721_2022-06-23	anb	984721_2022-06-23	984721_2022-06-23	19166	6510_hua	1	NA	NA	1	1	1	1	NA	6510_hua
99521_2014-06-03	anb	99521_2014-06-03	99521_2014-06-03	16224	6510_hu	1	NA	NA	1	1	1	1	NA	6510_hu
99521_2022-06-02	anb	99521_2022-06-02	99521_2022-06-02	19145	6510_hu	1	NA	NA	1	1	1	1	NA	6510_hu
996278_2015-08-18	N2000meetnet_Moerassen	IV2017022111075784	IV2017022111070389	16665	7140_meso	1	100	100% 7140_meso	1	1	1	1	100	7140_meso
996278_2022-08-26	N2000meetnet_Moeras_BHM	IV2022091211053671	IV2022091211043330	19230	7140_meso	1	100	100% 7140_meso	1	1	1	1	100	7140_meso
996353_2015-08-24	N2000meetnet_Grasland	IV2017010612593713	IV2017010612172361	16671	1330_hpr	1	100	100% 1330_hpr	1	1	1	1	100	1330_hpr
996353_2023-10-12	N2000meetnet_Grasland_BHM	IV2024022816084855	IV2023112418245050	19642	1330_hpr	1	100	100% 1330_hpr	1	1	1	1	100	1330_hpr
998709_2020-05-29	anb	998709_2020-05-29	998709_2020-05-29	18411	6510_hu	1	NA	NA	1	1	1	1	NA	6510_hu
double_1642233_2017-06-23	N2000meetnet_Grasland_BHM	IV2017112915243954	IV2017112915064012	17340	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
double_480306_2016-06-08	N2000meetnet_Grasland	IV2017022412465341	IV2017022411275584	16960	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
double_6645958_2017-06-23	N2000meetnet_Grasland_BHM	IV2017113010102631	IV2017113008452613	17340	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
IV2012080315214927_2020-05-21	N2000_6510_droogte	IV2022062910371757	IV2022062910331639	18403	6510_hu	1	100	100% 6510_hu	1	1	1	1	100	6510_hu
IV2012080715113498_2020-05-20	N2000_6510_droogte	IV2022052412082749	IV2022052412054760	18402	6510	0	100	100% 6510	0	1	0	0	0	6510_hu
IV2012080715113498_2020-05-20	N2000_6510_droogte	IV2022052412082749	IV2022052412054760	18402	6510	0	100	100% 6510	0	1	0	0	0	6510_hua
IV2012080715113498_2020-05-20	N2000_6510_droogte	IV2022052412082749	IV2022052412054760	18402	6510	0	100	100% 6510	0	1	0	0	0	6510_huk
IV2012080715113498_2020-05-20	N2000_6510_droogte	IV2022052412082749	IV2022052412054760	18402	6510	0	100	100% 6510	0	1	0	0	0	6510_hus
IV2012082409520192_2019-08-16	N2000meetnet_Heide_BHM	IV2020013011144822	IV2020013011015819	18124	6230_hmo	1	100	100% 6230_hmo	1	1	1	1	100	6230_hmo
IV2013072223234428_2020-05-15	N2000_6510_droogte	IV2022052514525352	IV2022052514500367	18397	6510	0	100	100% 6510	0	1	0	0	0	6510_hu
IV2013072223234428_2020-05-15	N2000_6510_droogte	IV2022052514525352	IV2022052514500367	18397	6510	0	100	100% 6510	0	1	0	0	0	6510_hua
IV2013072223234428_2020-05-15	N2000_6510_droogte	IV2022052514525352	IV2022052514500367	18397	6510	0	100	100% 6510	0	1	0	0	0	6510_huk
IV2013072223234428_2020-05-15	N2000_6510_droogte	IV2022052514525352	IV2022052514500367	18397	6510	0	100	100% 6510	0	1	0	0	0	6510_hus
IV2013091916595670_2020-05-27	N2000_6510_droogte	IV2022052510092318	IV2022052510073226	18409	6510	0	100	100% 6510	0	1	0	0	0	6510_hu
IV2013091916595670_2020-05-27	N2000_6510_droogte	IV2022052510092318	IV2022052510073226	18409	6510	0	100	100% 6510	0	1	0	0	0	6510_hua
IV2013091916595670_2020-05-27	N2000_6510_droogte	IV2022052510092318	IV2022052510073226	18409	6510	0	100	100% 6510	0	1	0	0	0	6510_huk
IV2013091916595670_2020-05-27	N2000_6510_droogte	IV2022052510092318	IV2022052510073226	18409	6510	0	100	100% 6510	0	1	0	0	0	6510_hus
IV2013092011462243_2020-05-26	N2000_6510_droogte	IV2022052509215658	IV2022052509192070	18408	6510	0	100	100% 6510	0	1	0	0	0	6510_hu
IV2013092011462243_2020-05-26	N2000_6510_droogte	IV2022052509215658	IV2022052509192070	18408	6510	0	100	100% 6510	0	1	0	0	0	6510_hua
IV2013092011462243_2020-05-26	N2000_6510_droogte	IV2022052509215658	IV2022052509192070	18408	6510	0	100	100% 6510	0	1	0	0	0	6510_huk
IV2013092011462243_2020-05-26	N2000_6510_droogte	IV2022052509215658	IV2022052509192070	18408	6510	0	100	100% 6510	0	1	0	0	0	6510_hus
IV2013092013555625_2020-05-27	N2000_6510_droogte	IV2022052509561667	IV2022052509532268	18409	6510	0	100	100% 6510	0	1	0	0	0	6510_hu
IV2013092013555625_2020-05-27	N2000_6510_droogte	IV2022052509561667	IV2022052509532268	18409	6510	0	100	100% 6510	0	1	0	0	0	6510_hua
IV2013092013555625_2020-05-27	N2000_6510_droogte	IV2022052509561667	IV2022052509532268	18409	6510	0	100	100% 6510	0	1	0	0	0	6510_huk
IV2013092013555625_2020-05-27	N2000_6510_droogte	IV2022052509561667	IV2022052509532268	18409	6510	0	100	100% 6510	0	1	0	0	0	6510_hus
IV2013092015031550_2020-05-26	N2000_6510_droogte	IV2022052416261560	IV2022052416242373	18408	6510	0	100	100% 6510	0	1	0	0	0	6510_hu
IV2013092015031550_2020-05-26	N2000_6510_droogte	IV2022052416261560	IV2022052416242373	18408	6510	0	100	100% 6510	0	1	0	0	0	6510_hua
IV2013092015031550_2020-05-26	N2000_6510_droogte	IV2022052416261560	IV2022052416242373	18408	6510	0	100	100% 6510	0	1	0	0	0	6510_huk
IV2013092015031550_2020-05-26	N2000_6510_droogte	IV2022052416261560	IV2022052416242373	18408	6510	0	100	100% 6510	0	1	0	0	0	6510_hus
IV2013092016031811_2020-05-27	N2000_6510_droogte	IV2022052510205382	IV2022052510183026	18409	6510	0	100	100% 6510	0	1	0	0	0	6510_hu
IV2013092016031811_2020-05-27	N2000_6510_droogte	IV2022052510205382	IV2022052510183026	18409	6510	0	100	100% 6510	0	1	0	0	0	6510_hua
IV2013092016031811_2020-05-27	N2000_6510_droogte	IV2022052510205382	IV2022052510183026	18409	6510	0	100	100% 6510	0	1	0	0	0	6510_huk
IV2013092016031811_2020-05-27	N2000_6510_droogte	IV2022052510205382	IV2022052510183026	18409	6510	0	100	100% 6510	0	1	0	0	0	6510_hus
IV2013092017323396_2020-05-26	N2000_6510_droogte	IV2022052416122070	IV2022052416113198	18408	6510	0	100	100% 6510	0	1	0	0	0	6510_hu
IV2013092017323396_2020-05-26	N2000_6510_droogte	IV2022052416122070	IV2022052416113198	18408	6510	0	100	100% 6510	0	1	0	0	0	6510_hua
IV2013092017323396_2020-05-26	N2000_6510_droogte	IV2022052416122070	IV2022052416113198	18408	6510	0	100	100% 6510	0	1	0	0	0	6510_huk
IV2013092017323396_2020-05-26	N2000_6510_droogte	IV2022052416122070	IV2022052416113198	18408	6510	0	100	100% 6510	0	1	0	0	0	6510_hus
IV2013092017422028_2020-05-26	N2000_6510_droogte	IV2022052415392982	IV2022052415353976	18408	6510	0	100	100% 6510	0	1	0	0	0	6510_hu
IV2013092017422028_2020-05-26	N2000_6510_droogte	IV2022052415392982	IV2022052415353976	18408	6510	0	100	100% 6510	0	1	0	0	0	6510_hua
IV2013092017422028_2020-05-26	N2000_6510_droogte	IV2022052415392982	IV2022052415353976	18408	6510	0	100	100% 6510	0	1	0	0	0	6510_huk
IV2013092017422028_2020-05-26	N2000_6510_droogte	IV2022052415392982	IV2022052415353976	18408	6510	0	100	100% 6510	0	1	0	0	0	6510_hus
IV2017081713530150_2020-05-27	N2000_6510_droogte	IV2022062911224749	IV2022062911205787	18409	6510_hu	1	100	100% 6510_hu	1	1	1	1	100	6510_hu
IV2017081714212303_2020-05-22	N2000_6510_droogte	IV2022063010502269	IV2022063010475085	18404	6510_hu	1	100	100% 6510_hu	1	1	1	1	100	6510_hu
IV2017081808551234_2020-05-27	N2000_6510_droogte	IV2022063011063009	IV2022063011035412	18409	6510_hu	1	100	100% 6510_hu	1	1	1	1	100	6510_hu
IV2018021914511615_2020-05-30	N2000_6510_droogte	IV2022052514313615	IV2022052514251855	18412	6510	0	100	100% 6510	0	1	0	0	0	6510_hu
IV2018021914511615_2020-05-30	N2000_6510_droogte	IV2022052514313615	IV2022052514251855	18412	6510	0	100	100% 6510	0	1	0	0	0	6510_hua
IV2018021914511615_2020-05-30	N2000_6510_droogte	IV2022052514313615	IV2022052514251855	18412	6510	0	100	100% 6510	0	1	0	0	0	6510_huk
IV2018021914511615_2020-05-30	N2000_6510_droogte	IV2022052514313615	IV2022052514251855	18412	6510	0	100	100% 6510	0	1	0	0	0	6510_hus
IV2018022010134155_2020-05-27	N2000_6510_droogte	IV2022063011234386	IV2022063011195731	18409	6510_hu	1	100	100% 6510_hu	1	1	1	1	100	6510_hu
