"";"ID";"Criterium";"Indicator";"Voorwaarde";"Waarde";"Type";"Invoertype";"Eenheid"
"246";"IV2017120813484970";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"247";"IV2017120814135316";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"15";"Percentage";NA;"%"
"248";"IV2017120814135316";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"66";"Percentage";NA;"%"
"249";"IV2017120814135316";"Structuur";"verticale structuur";"% begroeid met opgaande vegetatie";"0";"Percentage";NA;"%"
"250";"IV2017120814135316";"Verstoring";"verzuring";"bedekking verzuring";"0.5";"Percentage";NA;"%"
"251";"IV2017121311203577";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0.5";"Percentage";NA;"%"
"252";"IV2017121311203577";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"253";"IV2017121311203577";"Structuur";"verticale structuur";"% begroeid met opgaande vegetatie";"30";"Percentage";NA;"%"
"254";"IV2017121311203577";"Verstoring";"verzuring";"bedekking verzuring";"0.5";"Percentage";NA;"%"
"255";"IV2017121311300313";"Structuur";"verticale structuur";"bedekking helofyten";"15";"Percentage";NA;"%"
"256";"IV2017121311300313";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"70";"Percentage";NA;"%"
"257";"IV2017121311300313";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0.5";"Percentage";NA;"%"
"258";"IV2017121311300313";"Verstoring";"verzuring";"bedekking verzuring";"0.5";"Percentage";NA;"%"
"259";"IV2017121311393451";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"10";"Percentage";NA;"%"
"260";"IV2017121311393451";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0.5";"Percentage";NA;"%"
"261";"IV2017121311393451";"Structuur";"verticale structuur";"% begroeid met opgaande vegetatie";"0";"Percentage";NA;"%"
"262";"IV2017121311393451";"Verstoring";"verzuring";"bedekking verzuring";"0.5";"Percentage";NA;"%"
"263";"IV2017121311445717";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0.5";"Percentage";NA;"%"
"264";"IV2017121311445717";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"265";"IV2017121311445717";"Structuur";"verticale structuur";"% begroeid met opgaande vegetatie";"0";"Percentage";NA;"%"
"266";"IV2017121311445717";"Verstoring";"verzuring";"bedekking verzuring";"3";"Percentage";NA;"%"
"267";"IV2017121311494712";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0.5";"Percentage";NA;"%"
"268";"IV2017121311494712";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"269";"IV2017121311494712";"Structuur";"verticale structuur";"% begroeid met opgaande vegetatie";"0.5";"Percentage";NA;"%"
"270";"IV2017121311494712";"Verstoring";"verzuring";"bedekking verzuring";"0.5";"Percentage";NA;"%"
"271";"IV2017121312021093";"Structuur";"verticale structuur";"bedekking helofyten";"0.5";"Percentage";NA;"%"
"272";"IV2017121312021093";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0.5";"Percentage";NA;"%"
"273";"IV2017121312021093";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"274";"IV2017121312021093";"Verstoring";"verzuring";"bedekking verzuring";"0.5";"Percentage";NA;"%"
"275";"IV2017121415063194";"Structuur";"verticale structuur";"bedekking helofyten";"60";"Percentage";NA;"%"
"276";"IV2017121415063194";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0.5";"Percentage";NA;"%"
"277";"IV2017121415063194";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"278";"IV2017121415181838";"Structuur";"verticale structuur";"bedekking helofyten";"25";"Percentage";NA;"%"
"279";"IV2017121415181838";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"90";"Percentage";NA;"%"
"280";"IV2017121415181838";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"281";"IV2018020909033210";"Structuur";"verticale structuur";"bedekking helofyten";"15";"Percentage";NA;"%"
"282";"IV2018020909033210";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0.5";"Percentage";NA;"%"
"283";"IV2018020909033210";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"284";"IV2018020909145948";"Structuur";"verticale structuur";"bedekking helofyten";"70";"Percentage";NA;"%"
"285";"IV2018020909145948";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"3";"Percentage";NA;"%"
"286";"IV2018020909145948";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"287";"IV2018020909145948";"Verstoring";"verzuring";"bedekking verzuring";"0";"Percentage";NA;"%"
"288";"IV2018020909312908";"Structuur";"verticale structuur";"bedekking helofyten";"50";"Percentage";NA;"%"
"289";"IV2018020909312908";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"3";"Percentage";NA;"%"
"290";"IV2018020909312908";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"2";"Percentage";NA;"%"
"291";"IV2018020909312908";"Verstoring";"verzuring";"bedekking verzuring";"1";"Percentage";NA;"%"
"292";"IV2018020909370337";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"3";"Percentage";NA;"%"
"293";"IV2018020909370337";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"2";"Percentage";NA;"%"
"294";"IV2018020909370337";"Structuur";"verticale structuur";"% begroeid met opgaande vegetatie";"10";"Percentage";NA;"%"
"295";"IV2018020909370337";"Verstoring";"verzuring";"bedekking verzuring";"1";"Percentage";NA;"%"
"296";"IV2018020909501549";"Structuur";"verticale structuur";"bedekking helofyten";"50";"Percentage";NA;"%"
"297";"IV2018020909501549";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0.5";"Percentage";NA;"%"
"298";"IV2018020909501549";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"2";"Percentage";NA;"%"
"299";"IV2018020910124046";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"4";"Percentage";NA;"%"
"300";"IV2018020910124046";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"2";"Percentage";NA;"%"
"301";"IV2018020910124046";"Verstoring";"verzuring";"bedekking verzuring";"0.5";"Percentage";NA;"%"
"302";"IV2018020910244945";"Structuur";"verticale structuur";"bedekking helofyten";"14";"Percentage";NA;"%"
"303";"IV2018020910244945";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"3";"Percentage";NA;"%"
"304";"IV2018020910244945";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0.5";"Percentage";NA;"%"
"305";"IV2018020910244945";"Verstoring";"verzuring";"bedekking verzuring";"0.5";"Percentage";NA;"%"
"306";"IV2018020910314240";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"3";"Percentage";NA;"%"
"307";"IV2018020910314240";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0.5";"Percentage";NA;"%"
"308";"IV2018020910314240";"Structuur";"verticale structuur";"% begroeid met opgaande vegetatie";"40";"Percentage";NA;"%"
"309";"IV2018020910314240";"Verstoring";"verzuring";"bedekking verzuring";"0.5";"Percentage";NA;"%"
"310";"IV2018020910422627";"Structuur";"verticale structuur";"bedekking helofyten";"15";"Percentage";NA;"%"
"311";"IV2018020910422627";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0.5";"Percentage";NA;"%"
"312";"IV2018020910422627";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0.5";"Percentage";NA;"%"
"313";"IV2018020911440914";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"30";"Percentage";NA;"%"
"314";"IV2018020911440914";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0.5";"Percentage";NA;"%"
"315";"IV2018020911440914";"Structuur";"verticale structuur";"% begroeid met opgaande vegetatie";"15";"Percentage";NA;"%"
"316";"IV2018020911440914";"Verstoring";"verzuring";"bedekking verzuring";"0";"Percentage";NA;"%"
"317";"IV2018020911503453";"Structuur";"verticale structuur";"bedekking helofyten";"70";"Percentage";NA;"%"
"318";"IV2018020911503453";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"15";"Percentage";NA;"%"
"319";"IV2018020911503453";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0.5";"Percentage";NA;"%"
"320";"IV2018020911594119";"Structuur";"verticale structuur";"bedekking helofyten";"35";"Percentage";NA;"%"
"321";"IV2018020911594119";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"1";"Percentage";NA;"%"
"322";"IV2018020911594119";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0.5";"Percentage";NA;"%"
"323";"IV2018020911594119";"Verstoring";"verzuring";"bedekking verzuring";"28";"Percentage";NA;"%"
"324";"IV2018020912063019";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"1";"Percentage";NA;"%"
"325";"IV2018020912063019";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0.5";"Percentage";NA;"%"
"326";"IV2018020912063019";"Verstoring";"verzuring";"bedekking verzuring";"27";"Percentage";NA;"%"
"327";"IV2018022807152484";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"58";"Percentage";NA;"%"
"328";"IV2018022807152484";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"329";"IV2018022807152484";"Verstoring";"verzuring";"bedekking verzuring";"0.5";"Percentage";NA;"%"
"330";"IV2018022807290902";"Structuur";"verticale structuur";"bedekking helofyten";"5";"Percentage";NA;"%"
"331";"IV2018022807290902";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"30";"Percentage";NA;"%"
"332";"IV2018022807290902";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"333";"IV2018022807290902";"Verstoring";"verzuring";"bedekking verzuring";"2";"Percentage";NA;"%"
"334";"IV2018022807471313";"Structuur";"verticale structuur";"bedekking helofyten";"5";"Percentage";NA;"%"
"335";"IV2018022807471313";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"25";"Percentage";NA;"%"
"336";"IV2018022807471313";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"337";"IV2018022808000208";"Structuur";"verticale structuur";"bedekking helofyten";"15";"Percentage";NA;"%"
"338";"IV2018022808000208";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"5";"Percentage";NA;"%"
"339";"IV2018022808000208";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"340";"IV2018022808000208";"Verstoring";"verzuring";"bedekking verzuring";"0.5";"Percentage";NA;"%"
"341";"IV2018022808192220";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"35";"Percentage";NA;"%"
"342";"IV2018022808192220";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"343";"IV2018022808192220";"Verstoring";"verzuring";"bedekking verzuring";"0";"Percentage";NA;"%"
"344";"IV2018022808283147";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"30";"Percentage";NA;"%"
"345";"IV2018022808283147";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"346";"IV2018022808283147";"Verstoring";"verzuring";"bedekking verzuring";"2";"Percentage";NA;"%"
"347";"IV2018022808380131";"Structuur";"verticale structuur";"bedekking helofyten";"25";"Percentage";NA;"%"
"348";"IV2018022808380131";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"50";"Percentage";NA;"%"
"349";"IV2018022808380131";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0.5";"Percentage";NA;"%"
"350";"IV2018022808440555";"Structuur";"verticale structuur";"bedekking helofyten";"20";"Percentage";NA;"%"
"351";"IV2018022808440555";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"60";"Percentage";NA;"%"
"352";"IV2018022808440555";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0.5";"Percentage";NA;"%"
"353";"IV2018022808440555";"Verstoring";"verzuring";"bedekking verzuring";"0";"Percentage";NA;"%"
"354";"IV2018022808530677";"Structuur";"verticale structuur";"bedekking helofyten";"35";"Percentage";NA;"%"
"355";"IV2018022808530677";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"22";"Percentage";NA;"%"
"356";"IV2018022808530677";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0.5";"Percentage";NA;"%"
"357";"IV2018022808561819";"Structuur";"verticale structuur";"bedekking helofyten";"30";"Percentage";NA;"%"
"358";"IV2018022808561819";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"15";"Percentage";NA;"%"
"359";"IV2018022808561819";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"360";"IV2018022808561819";"Verstoring";"verzuring";"bedekking verzuring";"40";"Percentage";NA;"%"
"361";"IV2018022809110643";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"16";"Percentage";NA;"%"
"362";"IV2018022809110643";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"363";"IV2018022809110643";"Verstoring";"verzuring";"bedekking verzuring";"1";"Percentage";NA;"%"
"364";"IV2018022809172113";"Structuur";"verticale structuur";"bedekking helofyten";"45";"Percentage";NA;"%"
"365";"IV2018022809172113";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"20";"Percentage";NA;"%"
"366";"IV2018022809172113";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0.5";"Percentage";NA;"%"
"367";"IV2018022809230402";"Structuur";"verticale structuur";"bedekking helofyten";"45";"Percentage";NA;"%"
"368";"IV2018022809230402";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"33";"Percentage";NA;"%"
"369";"IV2018022809230402";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0.5";"Percentage";NA;"%"
"370";"IV2018022809230402";"Verstoring";"verzuring";"bedekking verzuring";"1";"Percentage";NA;"%"
"371";"IV2018022811012850";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"18";"Percentage";NA;"%"
"372";"IV2018022811012850";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"373";"IV2018022811012850";"Verstoring";"verzuring";"bedekking verzuring";"15";"Percentage";NA;"%"
"374";"IV2018022811445956";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"20";"Percentage";NA;"%"
"375";"IV2018022811445956";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"376";"IV2018022811445956";"Verstoring";"verzuring";"bedekking verzuring";"0.5";"Percentage";NA;"%"
"377";"IV2018030107523816";"Structuur";"verticale structuur";"bedekking helofyten";"12";"Percentage";NA;"%"
"378";"IV2018030107523816";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"70";"Percentage";NA;"%"
"379";"IV2018030107523816";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"380";"IV2018030108093775";"Structuur";"verticale structuur";"bedekking helofyten";"60";"Percentage";NA;"%"
"381";"IV2018030108093775";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"90";"Percentage";NA;"%"
"382";"IV2018030108093775";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"383";"IV2018030108203323";"Structuur";"verticale structuur";"bedekking helofyten";"20";"Percentage";NA;"%"
"384";"IV2018030108203323";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"82";"Percentage";NA;"%"
"385";"IV2018030108203323";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"1";"Percentage";NA;"%"
"386";"IV2018030109245054";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"85";"Percentage";NA;"%"
"387";"IV2018030109245054";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"388";"IV2018030109245054";"Verstoring";"verzuring";"bedekking verzuring";"11";"Percentage";NA;"%"
"389";"IV2018030109342549";"Structuur";"verticale structuur";"bedekking helofyten";"30";"Percentage";NA;"%"
"390";"IV2018030109342549";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"6";"Percentage";NA;"%"
"391";"IV2018030109342549";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0.5";"Percentage";NA;"%"
"392";"IV2018030109342549";"Verstoring";"verzuring";"bedekking verzuring";"3";"Percentage";NA;"%"
"393";"IV2018030109571495";"Structuur";"verticale structuur";"bedekking helofyten";"8";"Percentage";NA;"%"
"394";"IV2018030109571495";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"3";"Percentage";NA;"%"
"395";"IV2018030109571495";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"396";"IV2018030109571495";"Verstoring";"verzuring";"bedekking verzuring";"60";"Percentage";NA;"%"
"397";"IV2018030110052976";"Structuur";"verticale structuur";"bedekking helofyten";"45";"Percentage";NA;"%"
"398";"IV2018030110052976";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"2";"Percentage";NA;"%"
"399";"IV2018030110052976";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"400";"IV2018030110052976";"Verstoring";"verzuring";"bedekking verzuring";"6";"Percentage";NA;"%"
"401";"IV2018030110125920";"Structuur";"verticale structuur";"bedekking helofyten";"5";"Percentage";NA;"%"
"402";"IV2018030110125920";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"10";"Percentage";NA;"%"
"403";"IV2018030110125920";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"404";"IV2018030110125920";"Verstoring";"verzuring";"bedekking verzuring";"17";"Percentage";NA;"%"
"405";"IV2018030110195394";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"10";"Percentage";NA;"%"
"406";"IV2018030110195394";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"407";"IV2018030110195394";"Structuur";"verticale structuur";"% begroeid met opgaande vegetatie";"15";"Percentage";NA;"%"
"408";"IV2018030110195394";"Verstoring";"verzuring";"bedekking verzuring";"17";"Percentage";NA;"%"
"409";"IV2018030110233140";"Structuur";"verticale structuur";"bedekking helofyten";"2";"Percentage";NA;"%"
"410";"IV2018030110233140";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"3";"Percentage";NA;"%"
"411";"IV2018030110233140";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"412";"IV2018030110233140";"Verstoring";"verzuring";"bedekking verzuring";"1";"Percentage";NA;"%"
"413";"IV2018030111095449";"Structuur";"verticale structuur";"bedekking helofyten";"5";"Percentage";NA;"%"
"414";"IV2018030111095449";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"3";"Percentage";NA;"%"
"415";"IV2018030111095449";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"3";"Percentage";NA;"%"
"416";"IV2018030111095449";"Verstoring";"verzuring";"bedekking verzuring";"20";"Percentage";NA;"%"
"417";"IV2018030111155389";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"3";"Percentage";NA;"%"
"418";"IV2018030111155389";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"3";"Percentage";NA;"%"
