survey	recording_givid	user_reference	value_code	value	comment
HT31xx_Plassen	IV2017041410324015	LI_MAT_004_06_2016	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2017041411052144	AN_RPT_002_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017041411091347	AN_RPT_002_01_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017041411410013	AN_RPT_002_02_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017041411502135	AN_RPT_002_03_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017041413320379	AN_RPT_002_04_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017041413470751	AN_RPT_002_05_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017041414011430	AN_RPT_002_06_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017041414160723	AN_RPT_002_07_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017041414222077	AN_RPT_002_08_2016	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2017041414321618	AN_RPT_002_09_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017041414443265	AN_RPT_002_10_2016	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2017041415465993	LI_MAT_009_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017041415520005	LI_MAT_009_01_2016	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2017041416040339	LI_MAT_009_02_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017041416324005	LI_MAT_009_03_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017041416404925	LI_MAT_009_04_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017041416502501	LI_MAT_009_05_2016	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2017041416551908	LI_MAT_009_06_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017041417072764	LI_MAT_009_07_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017041909322711	AN_TVG_004_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017041909423891	AN_TVG_004_01_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017041909573784	AN_TVG_004_02_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017041910140116	AN_TVG_004_03_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017041910220678	AN_TVG_004_04_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017041910283052	AN_TVG_004_05_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017041910385968	AN_TVG_004_06_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017041910581951	AN_LDL_003_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017041911042687	AN_LDL_003_01_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017041911174917	AN_LDL_003_02_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017041911274458	AN_LDL_003_06_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017041911421516	AN_LDL_003_03_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017041911510163	AN_LDL_003_04_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017041912004543	AN_LDL_003_05_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017042009322304	AN_MOS_001_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017042009354712	AN_MOS_001_01_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017042009510572	AN_MOS_001_02_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017042010161831	AN_MOS_001_03_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017042010251304	AN_MOS_001_04_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017042010325338	AN_MOS_001_05_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017042010374572	AN_MOS_001_06_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017042011022029	AN_MOS_001_07_2016	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2017042011141037	AN_MOS_001_08_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017042011511414	AN_MOS_001_09_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017042012074142	AN_MOS_001_10_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017042012154020	AN_MOS_001_11_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017042012254971	AN_MOS_001_12_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017042509124286	AN_TVG_003_3130a_16	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017042509274762	AN_TVG_003_3130n_16	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017042509374052	LI_MEC_001_3160_16	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017042509472815	LI_MEC_002_3160_16	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017042509542011	AN_DVH_004_3140_16	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017042509585340	AN_DVH_004_3130n_16	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017042510052573	LI_MAT_007_3150_16	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017042510131430	LI_MAT_007_3140_16	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017042510565778	AN_SNE_003_3160_16	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017042510593494	AN_SNE_003_3130a_16	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017042511032923	LI_VZB_008_3160_16	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017042511154407	AN_DES_004_3130a_16	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017042511431890	AN_DES_004_3160_16	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017042511540583	AN_GSV_002_3130n_16	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017042513300849	LI_MAT_004_3130n_16	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017062909012541	LI_WIK_005_3130a_16	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017071311035354	LI_HEU_002_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017071311083805	LI_HEU_002_01_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017071311141360	LI_HEU_002_02_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017071311225797	LI_HEU_002_03_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017071311332803	LI_HEU_002_04_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017071311481762	LI_HEU_002_05_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017071312221975	LI_HEU_002_06_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017071312320596	LI_HEU_002_07_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017072508474428	LI_BOK_004_3130n_16	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017072509005921	LI_BOK_004_3130a_16	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017081613384855	AN_SNE_002_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017081613455456	AN_SNE_002_01_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017081613512435	AN_SNE_002_02_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017081614164620	AN_SNE_002_03_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017081614455165	AN_SNE_002_04_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017081615202120	AN_SNE_002_05_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017081615351015	AN_SNE_002_06_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017081810065839	LI_OPH_006_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017081810113805	LI_OPH_006_01_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017081810582083	LI_OPH_006_02_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017081811264625	LI_OPH_006_03_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017081812044367	LI_OPH_006_04_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017081813124357	LI_OPH_006_05_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017081813203091	LI_WIK_005_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017081813263921	LI_WIK_005_01_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017081813591206	LI_WIK_005_02_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017081813591206	LI_WIK_005_02_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017081814235594	LI_WIK_005_03_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017081814235594	LI_WIK_005_03_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017081814435359	LI_WIK_005_04_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017081814503415	LI_WIK_005_05_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017082509371633	LI_WIK_003_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017082510240388	LI_WIK_003_01_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017082510243039	LI_WIK_003_02_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017082510592177	LI_WIK_003_03_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017082512414304	LI_WIK_003_04_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017082512512205	LI_WIK_003_05_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017082514024452	LI_WIK_003_06_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017082514220511	LI_WIK_003_07_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017082515081066	LI_WIK_003_08_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017083009443748	AN_ZAM_003_2017	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2017083009483267	AN_ZAM_003_01_2017	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2017083009570050	AN_ZAM_003_02_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017083010353130	AN_ZAM_003_03_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017083010493039	LI_KAT_001_2016	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2017083011323317	LI_KAT_001_01_2016	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2017083012544409	AN_KDN_001_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017083012564066	AN_KDN_001_01_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017083013321079	AN_KDN_001_02_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017083014001403	AN_KDN_001_03_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017083014021601	AN_KDN_001_04_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017083014072233	AN_KDN_001_05_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017083014305496	AN_KDN_001_06_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017083015012121	AN_KDN_001_07_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017083109074789	OV_STB_001_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017083109443091	OV_STB_001_01_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017083110414495	LI_DKV_002_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017083110435016	LI_DKV_002_01_2017	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2017083111203440	OV_FON_001_2017	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2017083111453785	OV_FON_001_01_2017	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2017083111594333	OV_FON_001_02_2017	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2017083113355576	OV_FON_001_03_2017	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2017083113535215	OV_HEI_001_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017083113550495	OV_HEI_001_01_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017083115055183	OV_HEI_001_02_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017090110071111	AN_GSV_003_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017090110372621	AN_GSV_003_01_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017090110502230	AN_GSV_004_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017090110524451	AN_GSV_004_01_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017090111190087	AN_GSV_004_02_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017090111391100	AN_HGA_004_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017090112033949	AN_HGA_004_01_2017	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2017090112092924	AN_HGA_004_02_2017	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2017090711275614	AN_VRI_001_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017090712114219	AN_VRI_001_01_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017090712344592	AN_VRI_001_02_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017090714202248	AN_VRI_001_04_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017090714291019	AN_VRI_001_05_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017090716284960	VB_VIE_004_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017090716401890	VB_VIE_004_01_2017	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2017090717071196	VB_VIE_004_02_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017091309372590	AN_RPT_004_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017091309471376	AN_RPT_004_01_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017091310441273	AN_RPT_004_02_2017	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2017091311181284	AN_RPT_004_03_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017091311302366	AN_RPT_004_04_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017091311401810	AN_RPT_004_05_2017	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2017091316243463	AN_LAN_002_01_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017091316282262	AN_LAN_002_02_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017091409232863	AN_LAN_002_03_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017091409362352	AN_LAN_002_04_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017091409410551	AN_LAN_002_05_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2017103112000000	Abeek_06_20160829	Pnt	Geen opname: permanent ongeschikt	geen habitat
HT3260	IV2017103112000000	Abeek_06_20160829	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2017103112000001	GroNe_05_20170517	RelMe	Betrouwbaarheid opname: matig	NA
HT3260	IV2017103112000002	SchNe_04_20170517	RelMe	Betrouwbaarheid opname: matig	NA
HT3260	IV2017103112000003	SchNe_04o_20170517	Pnt	Geen opname: permanent ongeschikt	overwelving
HT3260	IV2017103112000004	SchNe_05_20170519	RelLo	Betrouwbaarheid opname: laag	NA
HT3260	IV2017103112000005	SchNe_08_20170519	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2017103112000006	SchNe_03_20170519	TnT	Geen opname: tijdelijk niet toegankelijk	wegenwerken en afgesloten door hek
HT3260	IV2017103112000007	ZilBe_01_20170519	RelMe	Betrouwbaarheid opname: matig	NA
HT3260	IV2017103112000008	GroNe_09_20170602	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2017103112000009	GroNe_10_20170602	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2017103112000010	KleNe_01_20170602	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2017103112000011	SchNe_03_20170602	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2017103112000012	Renne_02_20170706	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2017103112000013	Renne_05_20170706	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2017103112000014	Renne_06_20170706	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2017103112000015	Renne_07_20170706	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2017103112000016	Abeek_03_20170707	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2017103112000017	BolBe_03_20170707	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2017103112000018	GieBe_03_20170707	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2017103112000019	ZwaBe_01_20170707	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2017103112000020	GouLo_04_20170713	RelHi	Betrouwbaarheid opname: hoog	schaduw
HT3260	IV2017103112000021	GouLo_05_20170713	RelHi	Betrouwbaarheid opname: hoog	schaduw
HT3260	IV2017103112000022	GouLo_09_20170713	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2017103112000023	Abeek_02_20170717	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2017103112000024	Berwijn_03_20170717	RelHi	Betrouwbaarheid opname: hoog	schaduw
HT3260	IV2017103112000025	BosBe_02_20170717	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2017103112000026	Dommel_06_20170717	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2017103112000027	Dommel_09_20170717	RelMe	Betrouwbaarheid opname: matig	NA
HT3260	IV2017103112000028	Voer_02_20170717	RelHi	Betrouwbaarheid opname: hoog	schaduw
HT3260	IV2017103112000029	AntGr_03_20170718	RelMe	Betrouwbaarheid opname: matig	schaduw
HT3260	IV2017103112000030	KleNe_03_20170718	RelMe	Betrouwbaarheid opname: matig	NA
HT3260	IV2017103112000031	KleNe_07_20170718	RelMe	Betrouwbaarheid opname: matig	NA
HT3260	IV2017103112000032	KlHGr_01_20170817	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2017103112000033	SchNe_04_20170817	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2017103112000034	SchNe_05_20170817	RelMe	Betrouwbaarheid opname: matig	NA
HT3260	IV2017103112000035	Maas_18_20170821	RelLo	Betrouwbaarheid opname: laag	NA
HT3260	IV2017103112000036	Maas_19_20170821	RelMe	Betrouwbaarheid opname: matig	NA
HT3260	IV2017103112000037	Maas_08_20170905	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2017103112000038	Maas_09_20170905	RelMe	Betrouwbaarheid opname: matig	NA
HT3260	IV2017103112000039	Maas_10_20170905	RelMe	Betrouwbaarheid opname: matig	NA
HT3260	IV2017103112000040	Maas_11_20170905	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2017103114092803	AN_ZAM_001_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017103114143543	AN_ZAM_001_01_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017112308165924	AN_BOG_001_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017112309053863	AN_BOG_001_03_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017112312181900	LI_VZB_001_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017112314193513	AN_BLA_001_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017112412274680	AN_BLA_001_05_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017112415000737	AN_RPT_003_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017120112465446	AN_SEL_002_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017120618361898	LI_DON_003_3160_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017120618385593	LI_DON_002_3160_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017120707274258	LI_DON_002_3130a_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017120707423829	AN_RPT_003_3130a_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017120707501887	AN_RPT_003_3130n_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017120708015628	LI_WIK_002_3130a_16	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017120708120471	LI_TEU_004_3130a_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017120708235225	LI_TEU_004_3160_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017120807095988	LI_MLV_016_3140_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017120807160378	LI_MLV_016_3130n_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017120807201262	LI_MLV_016_3130a_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017120807491938	AN_BLA_001_3130a_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017120807593495	AN_BLA_001_3130n_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017120808142110	AN_SEL_002_3150_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017120808302127	VB_VIE_004_3150_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017120808375733	VB_VIE_004_3130a_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017120813404463	LI_DKV_002_3140_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017120813445226	AN_GSV_004_3140_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017120813484970	AN_GSV_004_3150_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017120814051602	LI_MLV_010_3140_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017120814135316	LI_MLV_010_3130n_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017120814183435	LI_MLV_010_3130a_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017121311203577	AN_RVS_002_3130n_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017121311300313	AN_BOG_001_3130a_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017121311393451	AN_BOG_001_3130n_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017121311445717	LI_MUN_002_3130n_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017121311494712	LI_BOK_007_3130n_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2017121312021093	LI_BOK_007_3130a_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017121312441673	LI_DON_003_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2017121312472763	LI_DON_003_01_2017	RelHi	Betrouwbaarheid opname: hoog	NA
