"";"survey";"recording_givid";"user_reference";"var_code";"var";"value";"value_description";"value_numeric";"is_below_LOQ";"is_above_LOQ";"is_numeric";"unit"
"140";"HT31xx_LSVI_StilstaandeWateren";"IV2017040310093041";"AN_TIK_002_3130a_16";"horst";"horizontalestructuur";"g10m²";">= 10m²";NA;FALSE;FALSE;FALSE;"class"
"141";"HT31xx_LSVI_StilstaandeWateren";"IV2017040310093041";"AN_TIK_002_3130a_16";"peil";"peil";"ulaag";"Uitzonderlijk laag";NA;FALSE;FALSE;FALSE;"class"
"142";"HT31xx_LSVI_StilstaandeWateren";"IV2017040310252958";"AN_VOL_001_3130a_16";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"143";"HT31xx_LSVI_StilstaandeWateren";"IV2017040310252958";"AN_VOL_001_3130a_16";"helde";"helderheid";"humuz";"Gekleurd door humuszuren";NA;FALSE;FALSE;FALSE;"class"
"144";"HT31xx_LSVI_StilstaandeWateren";"IV2017040310252958";"AN_VOL_001_3130a_16";"boom";"boom";"booev";"bomen tot op de oever";NA;FALSE;FALSE;FALSE;"class"
"145";"HT31xx_LSVI_StilstaandeWateren";"IV2017040310252958";"AN_VOL_001_3130a_16";"horst";"horizontalestructuur";"g10m²";">= 10m²";NA;FALSE;FALSE;FALSE;"class"
"146";"HT31xx_LSVI_StilstaandeWateren";"IV2017040310252958";"AN_VOL_001_3130a_16";"peil";"peil";"norm";"Normaal";NA;FALSE;FALSE;FALSE;"class"
"147";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410373172";"AN_LDL_001_3160_16";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"148";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410373172";"AN_LDL_001_3160_16";"helde";"helderheid";"humuz";"Gekleurd door humuszuren";NA;FALSE;FALSE;FALSE;"class"
"149";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410373172";"AN_LDL_001_3160_16";"helde";"helderheid";"bozi";"Bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"150";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410373172";"AN_LDL_001_3160_16";"7140o";"rechtstreeks contact 7140_oli (3160)";"ja";"rechtstreeks contact 7140_oli (3160)";NA;FALSE;FALSE;FALSE;"class"
"151";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410373172";"AN_LDL_001_3160_16";"peil";"peil";"ulaag";"Uitzonderlijk laag";NA;FALSE;FALSE;FALSE;"class"
"152";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410453770";"AN_LDL_003_3160_16";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"153";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410453770";"AN_LDL_003_3160_16";"helde";"helderheid";"bozi";"Bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"154";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410453770";"AN_LDL_003_3160_16";"helde";"helderheid";"humuz";"Gekleurd door humuszuren";NA;FALSE;FALSE;FALSE;"class"
"155";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410453770";"AN_LDL_003_3160_16";"7140o";"rechtstreeks contact 7140_oli (3160)";"ja";"rechtstreeks contact 7140_oli (3160)";NA;FALSE;FALSE;FALSE;"class"
"156";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410453770";"AN_LDL_003_3160_16";"peil";"peil";"ulaag";"Uitzonderlijk laag";NA;FALSE;FALSE;FALSE;"class"
"157";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410525894";"AN_LDL_002_3130a_16";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"158";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410525894";"AN_LDL_002_3130a_16";"helde";"helderheid";"bozi";"Bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"159";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410525894";"AN_LDL_002_3130a_16";"boom";"boom";"2xho";"< 2x hoogte van bomen";NA;FALSE;FALSE;FALSE;"class"
"160";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410525894";"AN_LDL_002_3130a_16";"horst";"horizontalestructuur";"g10m²";">= 10m²";NA;FALSE;FALSE;FALSE;"class"
"161";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410525894";"AN_LDL_002_3130a_16";"peil";"peil";"norm";"Normaal";NA;FALSE;FALSE;FALSE;"class"
"162";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509124286";"AN_TVG_003_3130a_16";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"163";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509124286";"AN_TVG_003_3130a_16";"helde";"helderheid";"humuz";"Gekleurd door humuszuren";NA;FALSE;FALSE;FALSE;"class"
"164";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509124286";"AN_TVG_003_3130a_16";"boom";"boom";"m2xho";">= 2x hoogte van bomen";NA;FALSE;FALSE;FALSE;"class"
"165";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509124286";"AN_TVG_003_3130a_16";"horst";"horizontalestructuur";"g10m²";">= 10m²";NA;FALSE;FALSE;FALSE;"class"
"166";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509124286";"AN_TVG_003_3130a_16";"peil";"peil";"norm";"Normaal";NA;FALSE;FALSE;FALSE;"class"
"167";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509274762";"AN_TVG_003_3130n_16";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"168";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509274762";"AN_TVG_003_3130n_16";"helde";"helderheid";"gboz";"Vrij helder, geen bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"169";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509274762";"AN_TVG_003_3130n_16";"helde";"helderheid";"humuz";"Gekleurd door humuszuren";NA;FALSE;FALSE;FALSE;"class"
"170";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509274762";"AN_TVG_003_3130n_16";"boom";"boom";"m2xho";">= 2x hoogte van bomen";NA;FALSE;FALSE;FALSE;"class"
"171";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509274762";"AN_TVG_003_3130n_16";"horst";"horizontalestructuur";"g10m²";">= 10m²";NA;FALSE;FALSE;FALSE;"class"
"172";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509274762";"AN_TVG_003_3130n_16";"peil";"peil";"norm";"Normaal";NA;FALSE;FALSE;FALSE;"class"
"173";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509374052";"LI_MEC_001_3160_16";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"174";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509374052";"LI_MEC_001_3160_16";"helde";"helderheid";"bozi";"Bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"175";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509374052";"LI_MEC_001_3160_16";"helde";"helderheid";"humuz";"Gekleurd door humuszuren";NA;FALSE;FALSE;FALSE;"class"
"176";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509374052";"LI_MEC_001_3160_16";"7140o";"rechtstreeks contact 7140_oli (3160)";"ja";"rechtstreeks contact 7140_oli (3160)";NA;FALSE;FALSE;FALSE;"class"
"177";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509374052";"LI_MEC_001_3160_16";"peil";"peil";"norm";"Normaal";NA;FALSE;FALSE;FALSE;"class"
"178";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509472815";"LI_MEC_002_3160_16";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"179";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509472815";"LI_MEC_002_3160_16";"helde";"helderheid";"humuz";"Gekleurd door humuszuren";NA;FALSE;FALSE;FALSE;"class"
"180";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509472815";"LI_MEC_002_3160_16";"helde";"helderheid";"bozi";"Bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"181";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509472815";"LI_MEC_002_3160_16";"7140o";"rechtstreeks contact 7140_oli (3160)";"ja";"rechtstreeks contact 7140_oli (3160)";NA;FALSE;FALSE;FALSE;"class"
"182";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509472815";"LI_MEC_002_3160_16";"peil";"peil";"norm";"Normaal";NA;FALSE;FALSE;FALSE;"class"
"183";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509542011";"AN_DVH_004_3140_16";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"184";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509542011";"AN_DVH_004_3140_16";"helde";"helderheid";"bozi";"Bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"185";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509542011";"AN_DVH_004_3140_16";"chara";"chara";"51ss";"> 50% bestaat uit sleutelsoorten";NA;FALSE;FALSE;FALSE;"class"
"186";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509542011";"AN_DVH_004_3140_16";"horst";"horizontalestructuur";"g10m²";">= 10m²";NA;FALSE;FALSE;FALSE;"class"
"187";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509542011";"AN_DVH_004_3140_16";"peil";"peil";"norm";"Normaal";NA;FALSE;FALSE;FALSE;"class"
"188";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509585340";"AN_DVH_004_3130n_16";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"189";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509585340";"AN_DVH_004_3130n_16";"helde";"helderheid";"bozi";"Bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"190";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509585340";"AN_DVH_004_3130n_16";"horst";"horizontalestructuur";"g10m²";">= 10m²";NA;FALSE;FALSE;FALSE;"class"
"191";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509585340";"AN_DVH_004_3130n_16";"peil";"peil";"norm";"Normaal";NA;FALSE;FALSE;FALSE;"class"
"192";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510052573";"LI_MAT_007_3150_16";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"193";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510052573";"LI_MAT_007_3150_16";"helde";"helderheid";"bozi";"Bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"194";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510052573";"LI_MAT_007_3150_16";"horst";"horizontalestructuur";"g10m²";">= 10m²";NA;FALSE;FALSE;FALSE;"class"
"195";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510052573";"LI_MAT_007_3150_16";"peil";"peil";"norm";"Normaal";NA;FALSE;FALSE;FALSE;"class"
"196";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510131430";"LI_MAT_007_3140_16";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"197";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510131430";"LI_MAT_007_3140_16";"helde";"helderheid";"bozi";"Bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"198";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510131430";"LI_MAT_007_3140_16";"chara";"chara";"51ss";"> 50% bestaat uit sleutelsoorten";NA;FALSE;FALSE;FALSE;"class"
"199";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510131430";"LI_MAT_007_3140_16";"horst";"horizontalestructuur";"g10m²";">= 10m²";NA;FALSE;FALSE;FALSE;"class"
"200";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510131430";"LI_MAT_007_3140_16";"peil";"peil";"norm";"Normaal";NA;FALSE;FALSE;FALSE;"class"
"201";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510565778";"AN_SNE_003_3160_16";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"202";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510565778";"AN_SNE_003_3160_16";"helde";"helderheid";"bozi";"Bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"203";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510565778";"AN_SNE_003_3160_16";"helde";"helderheid";"humuz";"Gekleurd door humuszuren";NA;FALSE;FALSE;FALSE;"class"
"204";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510565778";"AN_SNE_003_3160_16";"7140o";"rechtstreeks contact 7140_oli (3160)";"ja";"rechtstreeks contact 7140_oli (3160)";NA;FALSE;FALSE;FALSE;"class"
"205";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510565778";"AN_SNE_003_3160_16";"peil";"peil";"norm";"Normaal";NA;FALSE;FALSE;FALSE;"class"
"206";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510593494";"AN_SNE_003_3130a_16";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"207";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510593494";"AN_SNE_003_3130a_16";"helde";"helderheid";"humuz";"Gekleurd door humuszuren";NA;FALSE;FALSE;FALSE;"class"
"208";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510593494";"AN_SNE_003_3130a_16";"helde";"helderheid";"bozi";"Bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"209";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510593494";"AN_SNE_003_3130a_16";"boom";"boom";"booev";"bomen tot op de oever";NA;FALSE;FALSE;FALSE;"class"
"210";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510593494";"AN_SNE_003_3130a_16";"horst";"horizontalestructuur";"g10m²";">= 10m²";NA;FALSE;FALSE;FALSE;"class"
"211";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510593494";"AN_SNE_003_3130a_16";"peil";"peil";"norm";"Normaal";NA;FALSE;FALSE;FALSE;"class"
"212";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511032923";"LI_VZB_008_3160_16";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"213";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511032923";"LI_VZB_008_3160_16";"helde";"helderheid";"humuz";"Gekleurd door humuszuren";NA;FALSE;FALSE;FALSE;"class"
"214";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511032923";"LI_VZB_008_3160_16";"helde";"helderheid";"bozi";"Bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"215";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511032923";"LI_VZB_008_3160_16";"7140o";"rechtstreeks contact 7140_oli (3160)";"ja";"rechtstreeks contact 7140_oli (3160)";NA;FALSE;FALSE;FALSE;"class"
"216";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511032923";"LI_VZB_008_3160_16";"peil";"peil";"norm";"Normaal";NA;FALSE;FALSE;FALSE;"class"
"217";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511154407";"AN_DES_004_3130a_16";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"218";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511154407";"AN_DES_004_3130a_16";"helde";"helderheid";"humuz";"Gekleurd door humuszuren";NA;FALSE;FALSE;FALSE;"class"
"219";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511154407";"AN_DES_004_3130a_16";"helde";"helderheid";"bozi";"Bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"220";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511154407";"AN_DES_004_3130a_16";"boom";"boom";"2xho";"< 2x hoogte van bomen";NA;FALSE;FALSE;FALSE;"class"
"221";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511154407";"AN_DES_004_3130a_16";"horst";"horizontalestructuur";"g10m²";">= 10m²";NA;FALSE;FALSE;FALSE;"class"
"222";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511154407";"AN_DES_004_3130a_16";"peil";"peil";"ulaag";"Uitzonderlijk laag";NA;FALSE;FALSE;FALSE;"class"
"223";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511431890";"AN_DES_004_3160_16";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"224";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511431890";"AN_DES_004_3160_16";"helde";"helderheid";"humuz";"Gekleurd door humuszuren";NA;FALSE;FALSE;FALSE;"class"
"225";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511431890";"AN_DES_004_3160_16";"helde";"helderheid";"bozi";"Bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"226";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511431890";"AN_DES_004_3160_16";"7140o";"rechtstreeks contact 7140_oli (3160)";"nee";"rechtstreeks contact 7140_oli (3160)";NA;FALSE;FALSE;FALSE;"class"
"227";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511431890";"AN_DES_004_3160_16";"peil";"peil";"ulaag";"Uitzonderlijk laag";NA;FALSE;FALSE;FALSE;"class"
"228";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511540583";"AN_GSV_002_3130n_16";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"229";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511540583";"AN_GSV_002_3130n_16";"helde";"helderheid";"bozi";"Bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"230";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511540583";"AN_GSV_002_3130n_16";"helde";"helderheid";"humuz";"Gekleurd door humuszuren";NA;FALSE;FALSE;FALSE;"class"
"231";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511540583";"AN_GSV_002_3130n_16";"horst";"horizontalestructuur";"10m2";"> 1m& - < 10m²";NA;FALSE;FALSE;FALSE;"class"
"232";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511540583";"AN_GSV_002_3130n_16";"peil";"peil";"norm";"Normaal";NA;FALSE;FALSE;FALSE;"class"
"233";"HT31xx_LSVI_StilstaandeWateren";"IV2017042513300849";"LI_MAT_004_3130n_16";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"234";"HT31xx_LSVI_StilstaandeWateren";"IV2017042513300849";"LI_MAT_004_3130n_16";"helde";"helderheid";"bozi";"Bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"235";"HT31xx_LSVI_StilstaandeWateren";"IV2017042513300849";"LI_MAT_004_3130n_16";"horst";"horizontalestructuur";"1m2";"<= 1m²";NA;FALSE;FALSE;FALSE;"class"
"236";"HT31xx_LSVI_StilstaandeWateren";"IV2017042513300849";"LI_MAT_004_3130n_16";"peil";"peil";"norm";"Normaal";NA;FALSE;FALSE;FALSE;"class"
"237";"HT31xx_LSVI_StilstaandeWateren";"IV2017062909012541";"LI_WIK_005_3130a_16";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"238";"HT31xx_LSVI_StilstaandeWateren";"IV2017062909012541";"LI_WIK_005_3130a_16";"helde";"helderheid";"humuz";"Gekleurd door humuszuren";NA;FALSE;FALSE;FALSE;"class"
"239";"HT31xx_LSVI_StilstaandeWateren";"IV2017062909012541";"LI_WIK_005_3130a_16";"helde";"helderheid";"bozi";"Bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"240";"HT31xx_LSVI_StilstaandeWateren";"IV2017062909012541";"LI_WIK_005_3130a_16";"boom";"boom";"m2xho";">= 2x hoogte van bomen";NA;FALSE;FALSE;FALSE;"class"
"241";"HT31xx_LSVI_StilstaandeWateren";"IV2017062909012541";"LI_WIK_005_3130a_16";"horst";"horizontalestructuur";"1m2";"<= 1m²";NA;FALSE;FALSE;FALSE;"class"
"242";"HT31xx_LSVI_StilstaandeWateren";"IV2017062909012541";"LI_WIK_005_3130a_16";"peil";"peil";"ulaag";"Uitzonderlijk laag";NA;FALSE;FALSE;FALSE;"class"
"243";"HT31xx_LSVI_StilstaandeWateren";"IV2017072508474428";"LI_BOK_004_3130n_16";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"244";"HT31xx_LSVI_StilstaandeWateren";"IV2017072508474428";"LI_BOK_004_3130n_16";"helde";"helderheid";"gboz";"Vrij helder, geen bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"245";"HT31xx_LSVI_StilstaandeWateren";"IV2017072508474428";"LI_BOK_004_3130n_16";"helde";"helderheid";"humuz";"Gekleurd door humuszuren";NA;FALSE;FALSE;FALSE;"class"
"246";"HT31xx_LSVI_StilstaandeWateren";"IV2017072508474428";"LI_BOK_004_3130n_16";"horst";"horizontalestructuur";"g10m²";">= 10m²";NA;FALSE;FALSE;FALSE;"class"
"247";"HT31xx_LSVI_StilstaandeWateren";"IV2017072508474428";"LI_BOK_004_3130n_16";"peil";"peil";"norm";"Normaal";NA;FALSE;FALSE;FALSE;"class"
"248";"HT31xx_LSVI_StilstaandeWateren";"IV2017072509005921";"LI_BOK_004_3130a_16";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"249";"HT31xx_LSVI_StilstaandeWateren";"IV2017072509005921";"LI_BOK_004_3130a_16";"helde";"helderheid";"gboz";"Vrij helder, geen bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"250";"HT31xx_LSVI_StilstaandeWateren";"IV2017072509005921";"LI_BOK_004_3130a_16";"helde";"helderheid";"humuz";"Gekleurd door humuszuren";NA;FALSE;FALSE;FALSE;"class"
"251";"HT31xx_LSVI_StilstaandeWateren";"IV2017072509005921";"LI_BOK_004_3130a_16";"boom";"boom";"m2xho";">= 2x hoogte van bomen";NA;FALSE;FALSE;FALSE;"class"
"252";"HT31xx_LSVI_StilstaandeWateren";"IV2017072509005921";"LI_BOK_004_3130a_16";"horst";"horizontalestructuur";"g10m²";">= 10m²";NA;FALSE;FALSE;FALSE;"class"
"253";"HT31xx_LSVI_StilstaandeWateren";"IV2017072509005921";"LI_BOK_004_3130a_16";"peil";"peil";"norm";"Normaal";NA;FALSE;FALSE;FALSE;"class"
"254";"HT31xx_LSVI_StilstaandeWateren";"IV2017120618361898";"LI_DON_003_3160_17";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"255";"HT31xx_LSVI_StilstaandeWateren";"IV2017120618361898";"LI_DON_003_3160_17";"helde";"helderheid";"bozi";"Bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"256";"HT31xx_LSVI_StilstaandeWateren";"IV2017120618361898";"LI_DON_003_3160_17";"7140o";"rechtstreeks contact 7140_oli (3160)";"ja";"rechtstreeks contact 7140_oli (3160)";NA;FALSE;FALSE;FALSE;"class"
"257";"HT31xx_LSVI_StilstaandeWateren";"IV2017120618361898";"LI_DON_003_3160_17";"peil";"peil";"ulaag";"Uitzonderlijk laag";NA;FALSE;FALSE;FALSE;"class"
"258";"HT31xx_LSVI_StilstaandeWateren";"IV2017120618385593";"LI_DON_002_3160_17";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"259";"HT31xx_LSVI_StilstaandeWateren";"IV2017120618385593";"LI_DON_002_3160_17";"helde";"helderheid";"gboz";"Vrij helder, geen bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"260";"HT31xx_LSVI_StilstaandeWateren";"IV2017120618385593";"LI_DON_002_3160_17";"helde";"helderheid";"humuz";"Gekleurd door humuszuren";NA;FALSE;FALSE;FALSE;"class"
"261";"HT31xx_LSVI_StilstaandeWateren";"IV2017120618385593";"LI_DON_002_3160_17";"7140o";"rechtstreeks contact 7140_oli (3160)";"ja";"rechtstreeks contact 7140_oli (3160)";NA;FALSE;FALSE;FALSE;"class"
"262";"HT31xx_LSVI_StilstaandeWateren";"IV2017120618385593";"LI_DON_002_3160_17";"peil";"peil";"norm";"Normaal";NA;FALSE;FALSE;FALSE;"class"
"263";"HT31xx_LSVI_StilstaandeWateren";"IV2017120707274258";"LI_DON_002_3130a_17";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"264";"HT31xx_LSVI_StilstaandeWateren";"IV2017120707274258";"LI_DON_002_3130a_17";"helde";"helderheid";"humuz";"Gekleurd door humuszuren";NA;FALSE;FALSE;FALSE;"class"
"265";"HT31xx_LSVI_StilstaandeWateren";"IV2017120707274258";"LI_DON_002_3130a_17";"helde";"helderheid";"gboz";"Vrij helder, geen bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"266";"HT31xx_LSVI_StilstaandeWateren";"IV2017120707274258";"LI_DON_002_3130a_17";"boom";"boom";"m2xho";">= 2x hoogte van bomen";NA;FALSE;FALSE;FALSE;"class"
"267";"HT31xx_LSVI_StilstaandeWateren";"IV2017120707274258";"LI_DON_002_3130a_17";"horst";"horizontalestructuur";"1m2";"<= 1m²";NA;FALSE;FALSE;FALSE;"class"
"268";"HT31xx_LSVI_StilstaandeWateren";"IV2017120707274258";"LI_DON_002_3130a_17";"peil";"peil";"norm";"Normaal";NA;FALSE;FALSE;FALSE;"class"
"269";"HT31xx_LSVI_StilstaandeWateren";"IV2017120707423829";"AN_RPT_003_3130a_17";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"270";"HT31xx_LSVI_StilstaandeWateren";"IV2017120707423829";"AN_RPT_003_3130a_17";"helde";"helderheid";"bozi";"Bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"271";"HT31xx_LSVI_StilstaandeWateren";"IV2017120707423829";"AN_RPT_003_3130a_17";"boom";"boom";"m2xho";">= 2x hoogte van bomen";NA;FALSE;FALSE;FALSE;"class"
"272";"HT31xx_LSVI_StilstaandeWateren";"IV2017120707423829";"AN_RPT_003_3130a_17";"horst";"horizontalestructuur";"10m2";"> 1m& - < 10m²";NA;FALSE;FALSE;FALSE;"class"
"273";"HT31xx_LSVI_StilstaandeWateren";"IV2017120707423829";"AN_RPT_003_3130a_17";"peil";"peil";"norm";"Normaal";NA;FALSE;FALSE;FALSE;"class"
"274";"HT31xx_LSVI_StilstaandeWateren";"IV2017120707501887";"AN_RPT_003_3130n_17";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"275";"HT31xx_LSVI_StilstaandeWateren";"IV2017120707501887";"AN_RPT_003_3130n_17";"helde";"helderheid";"bozi";"Bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"276";"HT31xx_LSVI_StilstaandeWateren";"IV2017120707501887";"AN_RPT_003_3130n_17";"horst";"horizontalestructuur";"g10m²";">= 10m²";NA;FALSE;FALSE;FALSE;"class"
"277";"HT31xx_LSVI_StilstaandeWateren";"IV2017120707501887";"AN_RPT_003_3130n_17";"peil";"peil";"norm";"Normaal";NA;FALSE;FALSE;FALSE;"class"
"278";"HT31xx_LSVI_StilstaandeWateren";"IV2017120708015628";"LI_WIK_002_3130a_16";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
