"";"ID";"Kenmerk";"Waarde";"Vegetatielaag";"TypeKenmerk";"Type";"Invoertype";"Eenheid"
"2624";"IV2019100407203298";"Molinia caerulea (L.) Moench";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2625";"IV2019100407203298";"Pilularia globulifera L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2626";"IV2019100407203298";"Polygonum hydropiper L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2627";"IV2019100407203298";"Potamogeton polygonifolius Pourr.";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2628";"IV2019100407203298";"Scirpus fluitans L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2629";"IV2019100407203298";"Sphagnum";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2630";"IV2019100407263017";"Agrostis canina L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2631";"IV2019100407263017";"Agrostis stolonifera L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2632";"IV2019100407263017";"Bidens";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2633";"IV2019100407263017";"Calamagrostis canescens (Weber) Roth";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2634";"IV2019100407263017";"Elatine hexandra (Lapierre) DC.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2635";"IV2019100407263017";"Eleocharis acicularis (L.) Roem. et Schult.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2636";"IV2019100407263017";"Glyceria fluitans (L.) R. Brown";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2637";"IV2019100407263017";"Juncus bulbosus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2638";"IV2019100407263017";"Juncus effusus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2639";"IV2019100407263017";"Lythrum salicaria L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2640";"IV2019100407263017";"Molinia caerulea (L.) Moench";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2641";"IV2019100407263017";"Polygonum hydropiper L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2642";"IV2019100407263017";"Sphagnum";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2643";"IV2019100407370381";"Agrostis stolonifera L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2644";"IV2019100407370381";"Bidens";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2645";"IV2019100407370381";"Calamagrostis canescens (Weber) Roth";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2646";"IV2019100407370381";"Elatine hexandra (Lapierre) DC.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2647";"IV2019100407370381";"Eleocharis acicularis (L.) Roem. et Schult.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2648";"IV2019100407370381";"Eleocharis ovata (Roth) Roem. et Schult.";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2649";"IV2019100407370381";"Juncus bulbosus L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2650";"IV2019100407370381";"Juncus effusus L.";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2651";"IV2019100407370381";"Lemna minuta Humb., Bonpl. et Kunth";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2652";"IV2019100407370381";"Lythrum salicaria L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2653";"IV2019100407370381";"Polygonum hydropiper L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2654";"IV2019100407370381";"Typha";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2655";"IV2019102908040675";"Ceratophyllum";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2656";"IV2019102908040675";"Chara contraria A. Braun ex Kütz.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2657";"IV2019102908040675";"Draadwier";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2658";"IV2019102908040675";"Elodea nuttallii (Planch.) St John";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2659";"IV2019102908040675";"Glyceria fluitans (L.) R. Brown";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2660";"IV2019102908040675";"Nitellopsis obtusa (Desv.) J. Groves";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2661";"IV2019102908381915";"Agrostis stolonifera L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2662";"IV2019102908381915";"Bidens";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2663";"IV2019102908381915";"Ceratophyllum";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2664";"IV2019102908381915";"Crassula helmsii (T. Kirk) Cock.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2665";"IV2019102908381915";"Draadwier";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2666";"IV2019102908381915";"Glyceria fluitans (L.) R. Brown";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2667";"IV2019102908381915";"Juncus bulbosus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2668";"IV2019102908381915";"Juncus effusus L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2669";"IV2019102908381915";"Molinia caerulea (L.) Moench";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2670";"IV2019102908381915";"Myriophyllum heterophyllum Michaux";"d";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2671";"IV2019102908381915";"Myriophyllum spicatum L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2672";"IV2019102908381915";"Polygonum hydropiper L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2673";"IV2019102908381915";"Scirpus fluitans L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2674";"IV2019102908381915";"Typha";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2675";"IV2019102909140237";"Agrostis stolonifera L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2676";"IV2019102909140237";"Bidens";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2677";"IV2019102909140237";"Crassula helmsii (T. Kirk) Cock.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2678";"IV2019102909140237";"Draadwier";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2679";"IV2019102909140237";"Glyceria fluitans (L.) R. Brown";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2680";"IV2019102909140237";"Juncus bulbosus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2681";"IV2019102909140237";"Juncus effusus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2682";"IV2019102909140237";"Littorella uniflora (L.) Aschers.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2683";"IV2019102909140237";"Molinia caerulea (L.) Moench";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2684";"IV2019102909140237";"Polygonum hydropiper L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2685";"IV2019102909140237";"Sphagnum";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2686";"IV2019102909140237";"Typha";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2687";"IV2019102909140237";"Warnstorfia fluitans groep";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2688";"IV2019102909351981";"Agrostis stolonifera L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2689";"IV2019102909351981";"Bidens";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2690";"IV2019102909351981";"Crassula helmsii (T. Kirk) Cock.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2691";"IV2019102909351981";"Elatine hexandra (Lapierre) DC.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2692";"IV2019102909351981";"Eleocharis acicularis (L.) Roem. et Schult.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2693";"IV2019102909351981";"Glyceria fluitans (L.) R. Brown";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2694";"IV2019102909351981";"Juncus bulbosus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2695";"IV2019102909351981";"Juncus effusus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2696";"IV2019102909351981";"Molinia caerulea (L.) Moench";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2697";"IV2019102909351981";"Polygonum hydropiper L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2698";"IV2019102909351981";"Sphagnum";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2699";"IV2019102909351981";"Typha";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2700";"IV2019102914171224";"Chara contraria A. Braun ex Kütz.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2701";"IV2019102914171224";"Draadwier";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2702";"IV2019102914171224";"Glyceria maxima (Hartm.) Holmberg";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2703";"IV2019102914251364";"Agrostis stolonifera L.";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2704";"IV2019102914251364";"Bidens";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2705";"IV2019102914251364";"Eleocharis acicularis (L.) Roem. et Schult.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2706";"IV2019102914251364";"Glyceria maxima (Hartm.) Holmberg";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2707";"IV2019102914251364";"Juncus effusus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2708";"IV2019102914251364";"Lythrum salicaria L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2709";"IV2019102914251364";"Polygonum hydropiper L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2710";"IV2019102914251364";"Typha";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2711";"IV2019102914385814";"Agrostis stolonifera L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2712";"IV2019102914385814";"Bidens";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2713";"IV2019102914385814";"Calamagrostis canescens (Weber) Roth";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2714";"IV2019102914385814";"Draadwier";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2715";"IV2019102914385814";"Drepanocladus fluitans (Hedw.) Warnst.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2716";"IV2019102914385814";"Juncus bulbosus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2717";"IV2019102914385814";"Juncus effusus L.";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2718";"IV2019102914385814";"Lemna";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2719";"IV2019102914385814";"Lemna minuta Humb., Bonpl. et Kunth";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2720";"IV2019102914385814";"Lythrum salicaria L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2721";"IV2019102914385814";"Molinia caerulea (L.) Moench";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2722";"IV2019102914385814";"Polygonum hydropiper L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2723";"IV2019102914385814";"Potamogeton polygonifolius Pourr.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2724";"IV2019102914385814";"Scirpus fluitans L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2725";"IV2019102914385814";"Sphagnum";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2726";"IV2019102914385814";"Typha";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2727";"IV2019102914495301";"Agrostis stolonifera L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2728";"IV2019102914495301";"Bidens";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2729";"IV2019102914495301";"Calamagrostis canescens (Weber) Roth";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2730";"IV2019102914495301";"Elatine hexandra (Lapierre) DC.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2731";"IV2019102914495301";"Eleocharis acicularis (L.) Roem. et Schult.";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2732";"IV2019102914495301";"Eleocharis ovata (Roth) Roem. et Schult.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2733";"IV2019102914495301";"Juncus bulbosus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2734";"IV2019102914495301";"Juncus effusus L.";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2735";"IV2019102914495301";"Lemna minuta Humb., Bonpl. et Kunth";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2736";"IV2019102914495301";"Lythrum salicaria L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2737";"IV2019102914495301";"Molinia caerulea (L.) Moench";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2738";"IV2019102914495301";"Sphagnum";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2739";"IV2019102914495301";"Typha";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2740";"IV2019102915313847";"Draadwier";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2741";"IV2019102915313847";"Lemna";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2742";"IV2019102915313847";"Ludwigia grandiflora (Michaux) Greuter et Burdet";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2743";"IV2019102915313847";"Myriophyllum spicatum L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2744";"IV2019102915313847";"Potamogeton x salicifolius Wolfg.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2745";"IV2019102915495051";"Draadwier";"d";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2746";"IV2019102915495051";"Glyceria maxima (Hartm.) Holmberg";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2747";"IV2019102915495051";"Lemna";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2748";"IV2019102915495051";"Utricularia australis R. Brown";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2749";"IV2019102916003956";"Chara aspera Dethard. ex Willd.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2750";"IV2019102916003956";"Chara hispida";"d";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2751";"IV2019102916003956";"Draadwier";"cd";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2752";"IV2019102916003956";"Lemna";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2753";"IV2019102916003956";"Lemna minuta Humb., Bonpl. et Kunth";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2754";"IV2019102916003956";"Spirodela polyrhiza (L.) Schleid.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2755";"IV2019102916032344";"Ceratophyllum";"d";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2756";"IV2019102916032344";"Draadwier";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2757";"IV2019102916032344";"Lemna";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2758";"IV2019102916032344";"Lemna minuta Humb., Bonpl. et Kunth";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2759";"IV2019102916032344";"Myriophyllum spicatum L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2760";"IV2019102916032344";"Utricularia australis R. Brown";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2761";"IV2019102916072782";"Draadwier";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2762";"IV2019102916072782";"Hydrocharis morsus-ranae L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2763";"IV2019102916072782";"Ludwigia grandiflora (Michaux) Greuter et Burdet";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2764";"IV2019102916124425";"Agrostis stolonifera L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2765";"IV2019102916124425";"Bidens";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2766";"IV2019102916124425";"Glyceria fluitans (L.) R. Brown";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2767";"IV2019102916124425";"Juncus effusus L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2768";"IV2019102916124425";"Lemna";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2769";"IV2019102916124425";"Lemna minuta Humb., Bonpl. et Kunth";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2770";"IV2019102916124425";"Potamogeton polygonifolius Pourr.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2771";"IV2019102916124425";"Typha";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2772";"IV2019103117514907";"Agrostis stolonifera L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2773";"IV2019103117514907";"Bidens";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2774";"IV2019103117514907";"Eleocharis acicularis (L.) Roem. et Schult.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2775";"IV2019103117514907";"Glyceria fluitans (L.) R. Brown";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2776";"IV2019103117514907";"Glyceria maxima (Hartm.) Holmberg";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2777";"IV2019103117514907";"Juncus effusus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2778";"IV2019103117514907";"Lythrum salicaria L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2779";"IV2019103117514907";"Sphagnum";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2780";"IV2019103117514907";"Typha";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2781";"IV2019103117565176";"Elodea nuttallii (Planch.) St John";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2782";"IV2019103117565176";"Hydrocharis morsus-ranae L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2783";"IV2019103117565176";"Lemna";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2784";"IV2019103117565176";"Spirodela polyrhiza (L.) Schleid.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2785";"IV2019103118004579";"Lemna";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2786";"IV2019103118004579";"Stratiotes aloides L.";"d";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2787";"IV2019103118004579";"Utricularia australis R. Brown";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2788";"IV2019103119232102";"Draadwier";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2789";"IV2019103119232102";"Lemna";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2790";"IV2019103119232102";"Utricularia australis R. Brown";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2791";"IV2019103119284977";"Agrostis stolonifera L.";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2792";"IV2019103119284977";"Bidens";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2793";"IV2019103119284977";"Glyceria fluitans (L.) R. Brown";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2794";"IV2019103119284977";"Hypericum elodes L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2795";"IV2019103119284977";"Juncus bulbosus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2796";"IV2019103119284977";"Juncus effusus L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2797";"IV2019103119284977";"Molinia caerulea (L.) Moench";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2798";"IV2019103119284977";"Potamogeton polygonifolius Pourr.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2799";"IV2019103119284977";"Sphagnum";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2800";"IV2019103119325130";"Juncus bulbosus L.";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2801";"IV2019103119325130";"Juncus effusus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2802";"IV2019103119325130";"Molinia caerulea (L.) Moench";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2803";"IV2019103119325130";"Scirpus fluitans L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2804";"IV2019103119325130";"Sphagnum";"d";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2805";"IV2019103119372507";"Agrostis canina L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2806";"IV2019103119372507";"Agrostis stolonifera L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2807";"IV2019103119372507";"Bidens";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2808";"IV2019103119372507";"Juncus bulbosus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2809";"IV2019103119372507";"Juncus effusus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2810";"IV2019103119372507";"Molinia caerulea (L.) Moench";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2811";"IV2019103119372507";"Rhynchospora alba (L.) Vahl";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2812";"IV2019103119372507";"Sphagnum cuspidatum Ehrh. ex Hoffm.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2813";"IV2019103119372507";"Sphagnum fallax (H.Klinggr.) H.Klinggr.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2814";"IV2019103119474811";"Baldellia ranunculoides subsp. ranunculoides";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2815";"IV2019103119474811";"Draadwier";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2816";"IV2019103119474811";"Lythrum salicaria L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2817";"IV2019103119474811";"Myriophyllum alterniflorum DC.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2818";"IV2019103119511590";"Draadwier";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2819";"IV2019103119511590";"Potamogeton coloratus Hornem.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2820";"IV2019103119582918";"Agrostis stolonifera L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2821";"IV2019103119582918";"Glyceria fluitans (L.) R. Brown";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2822";"IV2019103119582918";"Juncus bulbosus L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2823";"IV2019103119582918";"Juncus effusus L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2824";"IV2019103119582918";"Lemna";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2825";"IV2019103119582918";"Molinia caerulea (L.) Moench";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2826";"IV2019103119582918";"Potamogeton polygonifolius Pourr.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2827";"IV2019103119582918";"Scirpus fluitans L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2828";"IV2019110508094879";"Agrostis canina L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2829";"IV2019110508094879";"Agrostis stolonifera L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2830";"IV2019110508094879";"Calamagrostis canescens (Weber) Roth";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2831";"IV2019110508094879";"Drepanocladus fluitans (Hedw.) Warnst.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2832";"IV2019110508094879";"Glyceria fluitans (L.) R. Brown";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
