"";"survey";"recording_givid";"name";"phenology_code";"species_cover_code";"species_cover";"scale"
"208";"HT31xx_LSVI_StilstaandeWateren";"IV2017040309190179";"Elatine hydropiper L.";"-";"o";3;"Tansley Meren"
"209";"HT31xx_LSVI_StilstaandeWateren";"IV2017040309190179";"Juncus bulbosus L.";"-";"o";3;"Tansley Meren"
"210";"HT31xx_LSVI_StilstaandeWateren";"IV2017040309253000";"Glyceria fluitans (L.) R. Brown";"-";"r";1;"Tansley Meren"
"211";"HT31xx_LSVI_StilstaandeWateren";"IV2017040309253000";"Juncus effusus L.";"-";"o";3;"Tansley Meren"
"212";"HT31xx_LSVI_StilstaandeWateren";"IV2017040309253000";"Molinia caerulea (L.) Moench";"-";"f";7;"Tansley Meren"
"213";"HT31xx_LSVI_StilstaandeWateren";"IV2017040309253000";"Rhynchospora alba (L.) Vahl";"-";"o";3;"Tansley Meren"
"214";"HT31xx_LSVI_StilstaandeWateren";"IV2017040309253000";"Sparganium angustifolium Michaux";"val";"r";1;"Tansley Meren"
"215";"HT31xx_LSVI_StilstaandeWateren";"IV2017040309253000";"Sphagnum cuspidatum Ehrh. ex Hoffm.";"-";"a";30;"Tansley Meren"
"216";"HT31xx_LSVI_StilstaandeWateren";"IV2017040309253000";"Juncus bulbosus L.";"-";"f";7;"Tansley Meren"
"217";"HT31xx_LSVI_StilstaandeWateren";"IV2017040309413235";"Agrostis canina L.";"-";"r";1;"Tansley Meren"
"218";"HT31xx_LSVI_StilstaandeWateren";"IV2017040309413235";"Calamagrostis canescens (Weber) Roth";"-";"o";3;"Tansley Meren"
"219";"HT31xx_LSVI_StilstaandeWateren";"IV2017040309413235";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"220";"HT31xx_LSVI_StilstaandeWateren";"IV2017040309413235";"Molinia caerulea (L.) Moench";"-";"o";3;"Tansley Meren"
"221";"HT31xx_LSVI_StilstaandeWateren";"IV2017040309413235";"Polygonum hydropiper L.";"-";"r";1;"Tansley Meren"
"222";"HT31xx_LSVI_StilstaandeWateren";"IV2017040309413235";"Typha";"-";"o";3;"Tansley Meren"
"223";"HT31xx_LSVI_StilstaandeWateren";"IV2017040309413235";"Elodea nuttallii (Planch.) St John";"-";"d";87;"Tansley Meren"
"224";"HT31xx_LSVI_StilstaandeWateren";"IV2017040309413235";"Elatine hexandra (Lapierre) DC.";"-";"f";7;"Tansley Meren"
"225";"HT31xx_LSVI_StilstaandeWateren";"IV2017040309413235";"Eleocharis acicularis (L.) Roem. et Schult.";"-";"f";7;"Tansley Meren"
"226";"HT31xx_LSVI_StilstaandeWateren";"IV2017040309413235";"Sphagnum";"-";"o";3;"Tansley Meren"
"227";"HT31xx_LSVI_StilstaandeWateren";"IV2017040309554429";"Lythrum salicaria L.";"-";"f";7;"Tansley Meren"
"228";"HT31xx_LSVI_StilstaandeWateren";"IV2017040309554429";"Molinia caerulea (L.) Moench";"-";"f";7;"Tansley Meren"
"229";"HT31xx_LSVI_StilstaandeWateren";"IV2017040309554429";"Scirpus fluitans L.";"-";"d";87;"Tansley Meren"
"230";"HT31xx_LSVI_StilstaandeWateren";"IV2017040309554429";"Juncus bulbosus L.";"-";"cd";62;"Tansley Meren"
"231";"HT31xx_LSVI_StilstaandeWateren";"IV2017040310093041";"Agrostis canina L.";"-";"o";3;"Tansley Meren"
"232";"HT31xx_LSVI_StilstaandeWateren";"IV2017040310093041";"Calamagrostis canescens (Weber) Roth";"-";"o";3;"Tansley Meren"
"233";"HT31xx_LSVI_StilstaandeWateren";"IV2017040310093041";"Juncus effusus L.";"-";"o";3;"Tansley Meren"
"234";"HT31xx_LSVI_StilstaandeWateren";"IV2017040310093041";"Polygonum hydropiper L.";"-";"o";3;"Tansley Meren"
"235";"HT31xx_LSVI_StilstaandeWateren";"IV2017040310093041";"Typha";"-";"f";7;"Tansley Meren"
"236";"HT31xx_LSVI_StilstaandeWateren";"IV2017040310093041";"Draadwier";"-";"o";3;"Tansley Meren"
"237";"HT31xx_LSVI_StilstaandeWateren";"IV2017040310093041";"Hypericum elodes L.";"-";"d";87;"Tansley Meren"
"238";"HT31xx_LSVI_StilstaandeWateren";"IV2017040310093041";"Nitella translucens (Pers.) C. Agardh";"-";"o";3;"Tansley Meren"
"239";"HT31xx_LSVI_StilstaandeWateren";"IV2017040310093041";"Pilularia globulifera L.";"-";"d";87;"Tansley Meren"
"240";"HT31xx_LSVI_StilstaandeWateren";"IV2017040310093041";"Scirpus fluitans L.";"-";"f";7;"Tansley Meren"
"241";"HT31xx_LSVI_StilstaandeWateren";"IV2017040310093041";"Sphagnum";"-";"o";3;"Tansley Meren"
"242";"HT31xx_LSVI_StilstaandeWateren";"IV2017040310252958";"Agrostis canina L.";"-";"f";7;"Tansley Meren"
"243";"HT31xx_LSVI_StilstaandeWateren";"IV2017040310252958";"Bidens";"-";"f";7;"Tansley Meren"
"244";"HT31xx_LSVI_StilstaandeWateren";"IV2017040310252958";"Calamagrostis canescens (Weber) Roth";"-";"o";3;"Tansley Meren"
"245";"HT31xx_LSVI_StilstaandeWateren";"IV2017040310252958";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"246";"HT31xx_LSVI_StilstaandeWateren";"IV2017040310252958";"Molinia caerulea (L.) Moench";"-";"o";3;"Tansley Meren"
"247";"HT31xx_LSVI_StilstaandeWateren";"IV2017040310252958";"Polygonum hydropiper L.";"-";"o";3;"Tansley Meren"
"248";"HT31xx_LSVI_StilstaandeWateren";"IV2017040310252958";"Typha";"-";"f";7;"Tansley Meren"
"249";"HT31xx_LSVI_StilstaandeWateren";"IV2017040310252958";"Lemna";"-";"f";7;"Tansley Meren"
"250";"HT31xx_LSVI_StilstaandeWateren";"IV2017040310252958";"Draadwier";"-";"o";3;"Tansley Meren"
"251";"HT31xx_LSVI_StilstaandeWateren";"IV2017040310252958";"Lemna minuta Humb., Bonpl. et Kunth";"-";"o";3;"Tansley Meren"
"252";"HT31xx_LSVI_StilstaandeWateren";"IV2017040310252958";"Hypericum elodes L.";"-";"a";30;"Tansley Meren"
"253";"HT31xx_LSVI_StilstaandeWateren";"IV2017040310252958";"Scirpus fluitans L.";"-";"f";7;"Tansley Meren"
"254";"HT31xx_LSVI_StilstaandeWateren";"IV2017040310252958";"Juncus bulbosus L.";"-";"f";7;"Tansley Meren"
"255";"HT31xx_LSVI_StilstaandeWateren";"IV2017040310252958";"Sphagnum";"-";"f";7;"Tansley Meren"
"256";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410373172";"Hydrocotyle vulgaris L.";"-";"o";3;"Tansley Meren"
"257";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410373172";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"258";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410373172";"Molinia caerulea (L.) Moench";"-";"d";87;"Tansley Meren"
"259";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410373172";"Phragmites australis (Cav.) Steud.";"-";"o";3;"Tansley Meren"
"260";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410373172";"Typha";"-";"o";3;"Tansley Meren"
"261";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410373172";"Rhynchospora alba (L.) Vahl";"-";"f";7;"Tansley Meren"
"262";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410373172";"Sphagnum cuspidatum Ehrh. ex Hoffm.";"-";"f";7;"Tansley Meren"
"263";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410373172";"Juncus bulbosus L.";"-";"a";30;"Tansley Meren"
"264";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410453770";"Hydrocotyle vulgaris L.";"-";"r";1;"Tansley Meren"
"265";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410453770";"Juncus effusus L.";"-";"r";1;"Tansley Meren"
"266";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410453770";"Molinia caerulea (L.) Moench";"-";"f";7;"Tansley Meren"
"267";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410453770";"Phragmites australis (Cav.) Steud.";"-";"o";3;"Tansley Meren"
"268";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410453770";"Rhynchospora alba (L.) Vahl";"-";"o";3;"Tansley Meren"
"269";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410453770";"Sphagnum cuspidatum Ehrh. ex Hoffm.";"-";"f";7;"Tansley Meren"
"270";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410453770";"Juncus bulbosus L.";"-";"f";7;"Tansley Meren"
"271";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410525894";"Agrostis canina L.";"-";"o";3;"Tansley Meren"
"272";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410525894";"Agrostis stolonifera L.";"-";"o";3;"Tansley Meren"
"273";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410525894";"Bidens";"-";"r";1;"Tansley Meren"
"274";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410525894";"Calamagrostis canescens (Weber) Roth";"-";"o";3;"Tansley Meren"
"275";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410525894";"Juncus effusus L.";"-";"o";3;"Tansley Meren"
"276";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410525894";"Molinia caerulea (L.) Moench";"-";"o";3;"Tansley Meren"
"277";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410525894";"Baldellia ranunculoides subsp. ranunculoides";"-";"o";3;"Tansley Meren"
"278";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410525894";"Pilularia globulifera L.";"-";"d";87;"Tansley Meren"
"279";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410525894";"Juncus bulbosus L.";"-";"o";3;"Tansley Meren"
"280";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410525894";"Sphagnum";"-";"o";3;"Tansley Meren"
"281";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410525894";"Warnstorfia fluitans (Hedw.) Loeske";"-";"o";3;"Tansley Meren"
"282";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509124286";"Agrostis canina L.";"-";"o";3;"Tansley Meren"
"283";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509124286";"Agrostis stolonifera L.";"-";"r";1;"Tansley Meren"
"284";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509124286";"Juncus effusus L.";"-";"o";3;"Tansley Meren"
"285";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509124286";"Molinia caerulea (L.) Moench";"-";"o";3;"Tansley Meren"
"286";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509124286";"Polygonum hydropiper L.";"-";"o";3;"Tansley Meren"
"287";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509124286";"Potamogeton pusillus L.";"-";"o";3;"Tansley Meren"
"288";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509124286";"Lemna";"-";"r";1;"Tansley Meren"
"289";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509124286";"Draadwier";"-";"f";7;"Tansley Meren"
"290";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509124286";"Lemna minuta Humb., Bonpl. et Kunth";"-";"r";1;"Tansley Meren"
"291";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509124286";"Hypericum elodes L.";"-";"o";3;"Tansley Meren"
"292";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509124286";"Littorella uniflora (L.) Aschers.";"-";"f";7;"Tansley Meren"
"293";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509124286";"Luronium natans (L.) Rafin.";"-";"o";3;"Tansley Meren"
"294";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509124286";"Potamogeton polygonifolius Pourr.";"-";"o";3;"Tansley Meren"
"295";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509124286";"Juncus bulbosus L.";"-";"o";3;"Tansley Meren"
"296";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509124286";"Sphagnum";"-";"o";3;"Tansley Meren"
"297";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509124286";"Drepanocladus fluitans";"-";"o";3;"Tansley Meren"
"298";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509274762";"Agrostis canina L.";"-";"o";3;"Tansley Meren"
"299";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509274762";"Agrostis stolonifera L.";"-";"r";1;"Tansley Meren"
"300";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509274762";"Juncus effusus L.";"-";"o";3;"Tansley Meren"
"301";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509274762";"Molinia caerulea (L.) Moench";"-";"o";3;"Tansley Meren"
"302";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509274762";"Polygonum hydropiper L.";"-";"o";3;"Tansley Meren"
"303";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509274762";"Lemna minuta Humb., Bonpl. et Kunth";"-";"r";1;"Tansley Meren"
"304";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509274762";"Potamogeton pusillus L.";"-";"o";3;"Tansley Meren"
"305";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509274762";"Drepanocladus fluitans";"-";"o";3;"Tansley Meren"
"306";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509274762";"Draadwier";"-";"f";7;"Tansley Meren"
"307";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509274762";"Lemna";"-";"r";1;"Tansley Meren"
"308";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509274762";"Elatine hexandra (Lapierre) DC.";"-";"a";30;"Tansley Meren"
"309";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509274762";"Juncus bulbosus L.";"-";"o";3;"Tansley Meren"
"310";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509274762";"Sphagnum";"-";"o";3;"Tansley Meren"
"311";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509374052";"Glyceria fluitans (L.) R. Brown";"-";"o";3;"Tansley Meren"
"312";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509374052";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"313";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509374052";"Molinia caerulea (L.) Moench";"-";"f";7;"Tansley Meren"
"314";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509374052";"Sphagnum cuspidatum Ehrh. ex Hoffm.";"-";"a";30;"Tansley Meren"
"315";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509374052";"Utricularia minor L.";"-";"f";7;"Tansley Meren"
"316";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509374052";"Juncus bulbosus L.";"-";"a";30;"Tansley Meren"
"317";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509472815";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"318";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509472815";"Molinia caerulea (L.) Moench";"-";"f";7;"Tansley Meren"
"319";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509472815";"Rhynchospora alba (L.) Vahl";"-";"f";7;"Tansley Meren"
"320";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509472815";"Rhynchospora fusca (L.) Ait. f.";"-";"o";3;"Tansley Meren"
"321";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509472815";"Sphagnum cuspidatum Ehrh. ex Hoffm.";"-";"d";87;"Tansley Meren"
"322";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509472815";"Utricularia minor L.";"-";"a";30;"Tansley Meren"
"323";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509472815";"Juncus bulbosus L.";"-";"o";3;"Tansley Meren"
"324";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509542011";"Myriophyllum spicatum L.";"-";"o";3;"Tansley Meren"
"325";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509542011";"Draadwier";"-";"o";3;"Tansley Meren"
"326";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509542011";"Chara globularis var. virgata (Kütz.) R.D. Wood";"-";"a";30;"Tansley Meren"
"327";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509585340";"Lythrum salicaria L.";"-";"o";3;"Tansley Meren"
"328";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509585340";"Typha";"-";"f";7;"Tansley Meren"
"329";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509585340";"Eleocharis acicularis (L.) Roem. et Schult.";"-";"a";30;"Tansley Meren"
"330";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509585340";"Juncus bulbosus L.";"-";"r";1;"Tansley Meren"
"331";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510052573";"Draadwier";"-";"f";7;"Tansley Meren"
"332";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510052573";"Lemna";"-";"f";7;"Tansley Meren"
"333";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510052573";"Lemna minuta Humb., Bonpl. et Kunth";"-";"f";7;"Tansley Meren"
"334";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510052573";"Lemna trisulca L.";"-";"f";7;"Tansley Meren"
"335";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510052573";"Utricularia australis R. Brown";"-";"a";30;"Tansley Meren"
"336";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510131430";"Draadwier";"-";"f";7;"Tansley Meren"
"337";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510131430";"Lemna minuta Humb., Bonpl. et Kunth";"-";"f";7;"Tansley Meren"
"338";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510131430";"Nitella translucens (Pers.) C. Agardh";"-";"d";87;"Tansley Meren"
"339";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510565778";"Agrostis canina L.";"-";"o";3;"Tansley Meren"
"340";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510565778";"Bidens";"-";"r";1;"Tansley Meren"
"341";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510565778";"Hydrocotyle vulgaris L.";"-";"o";3;"Tansley Meren"
"342";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510565778";"Juncus effusus L.";"-";"o";3;"Tansley Meren"
"343";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510565778";"Lemna";"-";"r";1;"Tansley Meren"
"344";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510565778";"Molinia caerulea (L.) Moench";"-";"f";7;"Tansley Meren"
"345";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510565778";"Phragmites australis (Cav.) Steud.";"-";"o";3;"Tansley Meren"
"346";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510565778";"Typha";"-";"f";7;"Tansley Meren"
"347";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510565778";"Rhynchospora alba (L.) Vahl";"-";"f";7;"Tansley Meren"
"348";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510565778";"Sphagnum cuspidatum Ehrh. ex Hoffm.";"-";"a";30;"Tansley Meren"
"349";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510565778";"Juncus bulbosus L.";"-";"o";3;"Tansley Meren"
"350";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510565778";"Warnstorfia fluitans (Hedw.) Loeske";"-";"r";1;"Tansley Meren"
"351";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510593494";"Agrostis canina L.";"-";"o";3;"Tansley Meren"
"352";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510593494";"Agrostis stolonifera L.";"-";"r";1;"Tansley Meren"
"353";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510593494";"Juncus effusus L.";"-";"o";3;"Tansley Meren"
"354";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510593494";"Molinia caerulea (L.) Moench";"-";"f";7;"Tansley Meren"
"355";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510593494";"Typha";"-";"f";7;"Tansley Meren"
"356";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510593494";"Lemna";"-";"r";1;"Tansley Meren"
"357";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510593494";"Draadwier";"-";"o";3;"Tansley Meren"
"358";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510593494";"Potamogeton polygonifolius Pourr.";"-";"f";7;"Tansley Meren"
"359";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510593494";"Scirpus fluitans L.";"-";"f";7;"Tansley Meren"
"360";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510593494";"Juncus bulbosus L.";"-";"o";3;"Tansley Meren"
"361";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510593494";"Sphagnum";"-";"d";87;"Tansley Meren"
"362";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511032923";"Juncus effusus L.";"-";"o";3;"Tansley Meren"
"363";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511032923";"Molinia caerulea (L.) Moench";"-";"f";7;"Tansley Meren"
"364";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511032923";"Rhynchospora alba (L.) Vahl";"-";"f";7;"Tansley Meren"
"365";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511032923";"Sphagnum cuspidatum Ehrh. ex Hoffm.";"-";"f";7;"Tansley Meren"
"366";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511032923";"Utricularia minor L.";"-";"a";30;"Tansley Meren"
"367";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511032923";"Juncus bulbosus L.";"-";"f";7;"Tansley Meren"
"368";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511154407";"Agrostis canina L.";"-";"o";3;"Tansley Meren"
"369";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511154407";"Bidens";"-";"r";1;"Tansley Meren"
"370";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511154407";"Juncus effusus L.";"-";"o";3;"Tansley Meren"
"371";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511154407";"Molinia caerulea (L.) Moench";"-";"o";3;"Tansley Meren"
"372";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511154407";"Typha";"-";"o";3;"Tansley Meren"
"373";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511154407";"Hypericum elodes L.";"-";"cd";62;"Tansley Meren"
"374";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511154407";"Pilularia globulifera L.";"-";"o";3;"Tansley Meren"
"375";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511154407";"Potamogeton polygonifolius Pourr.";"-";"o";3;"Tansley Meren"
"376";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511154407";"Ranunculus ololeucos Lloyd";"-";"f";7;"Tansley Meren"
"377";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511154407";"Scirpus fluitans L.";"-";"cd";62;"Tansley Meren"
"378";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511154407";"Juncus bulbosus L.";"-";"f";7;"Tansley Meren"
"379";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511154407";"Sphagnum";"-";"f";7;"Tansley Meren"
"380";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511431890";"Agrostis canina L.";"-";"o";3;"Tansley Meren"
"381";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511431890";"Bidens";"-";"r";1;"Tansley Meren"
"382";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511431890";"Hydrocotyle vulgaris L.";"-";"o";3;"Tansley Meren"
"383";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511431890";"Juncus effusus L.";"-";"o";3;"Tansley Meren"
"384";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511431890";"Molinia caerulea (L.) Moench";"-";"o";3;"Tansley Meren"
"385";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511431890";"Typha";"-";"o";3;"Tansley Meren"
"386";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511431890";"Utricularia minor L.";"-";"o";3;"Tansley Meren"
"387";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511431890";"Juncus bulbosus L.";"-";"f";7;"Tansley Meren"
"388";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511540583";"Agrostis canina L.";"-";"o";3;"Tansley Meren"
"389";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511540583";"Bidens";"-";"o";3;"Tansley Meren"
"390";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511540583";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"391";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511540583";"Molinia caerulea (L.) Moench";"-";"f";7;"Tansley Meren"
"392";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511540583";"Typha";"-";"o";3;"Tansley Meren"
"393";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511540583";"Ludwigia grandiflora (Michaux) Greuter et Burdet";"-";"r";1;"Tansley Meren"
"394";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511540583";"Elatine hexandra (Lapierre) DC.";"-";"f";7;"Tansley Meren"
"395";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511540583";"Juncus bulbosus L.";"-";"f";7;"Tansley Meren"
"396";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511540583";"Sphagnum";"-";"f";7;"Tansley Meren"
"397";"HT31xx_LSVI_StilstaandeWateren";"IV2017042513300849";"Calamagrostis canescens (Weber) Roth";"-";"o";3;"Tansley Meren"
"398";"HT31xx_LSVI_StilstaandeWateren";"IV2017042513300849";"Juncus effusus L.";"-";"o";3;"Tansley Meren"
"399";"HT31xx_LSVI_StilstaandeWateren";"IV2017042513300849";"Polygonum hydropiper L.";"-";"o";3;"Tansley Meren"
"400";"HT31xx_LSVI_StilstaandeWateren";"IV2017042513300849";"Typha";"-";"f";7;"Tansley Meren"
"401";"HT31xx_LSVI_StilstaandeWateren";"IV2017042513300849";"Elatine hexandra (Lapierre) DC.";"-";"f";7;"Tansley Meren"
"402";"HT31xx_LSVI_StilstaandeWateren";"IV2017062909012541";"Agrostis stolonifera L.";"-";"o";3;"Tansley Meren"
"403";"HT31xx_LSVI_StilstaandeWateren";"IV2017062909012541";"Calamagrostis canescens (Weber) Roth";"-";"o";3;"Tansley Meren"
"404";"HT31xx_LSVI_StilstaandeWateren";"IV2017062909012541";"Glyceria maxima (Hartm.) Holmberg";"-";"o";3;"Tansley Meren"
"405";"HT31xx_LSVI_StilstaandeWateren";"IV2017062909012541";"Juncus effusus L.";"-";"o";3;"Tansley Meren"
"406";"HT31xx_LSVI_StilstaandeWateren";"IV2017062909012541";"Lythrum salicaria L.";"-";"o";3;"Tansley Meren"
"407";"HT31xx_LSVI_StilstaandeWateren";"IV2017062909012541";"Molinia caerulea (L.) Moench";"-";"r";1;"Tansley Meren"
"408";"HT31xx_LSVI_StilstaandeWateren";"IV2017062909012541";"Potamogeton pusillus L.";"-";"o";3;"Tansley Meren"
